

 Program UNIPLOT                         version 05.36.02
 _______________
 (c) Fugro Netherlands Marine, Nootdorp, The Netherlands


 ASCII representation of data plotted on a graph.

 This ASCII file presents data interpolated to values per fixed depth interval.
 The data are corrected for the depth-offset differences between the various 
 transducers in the penetrometer.

 The records at the start of penetration may include no values or anomalous
 values where a depth offset implies incomplete penetration of a particular
 sensor into the ground.

 The records at the end of penetration may include no values for data channels
 where the transducer did not reach this depth.

 The reference level for test values is (1) the ground surface for onshore tests and (2) the seafloor for nearshore and offshore tests.

 UNICAS data file          : CPT-2020.000                            
 Output using command file : PlotASCII.cmd

 ASCII file created at : date          :06-May-2022
                         time          :10:32:13
 Project number                        :20024805
 Date of testing                       :28-Apr-2022
 Location                              :Hong Kong Offshore Wind Farm Project
 Test name                             :CPT-2020
 Penetrometer                          :F7.5CKE2HAW2/B/3285
 Serial no                             :1701-3285

 Table description:
 Column ID                             :Parameter name
 ___________________________________________________________________________________
 Rec                                   :Record ID, Record ID [-]
 Depth                                 :Depth, Depth [m]
 Time                                  :Time, Time [s]
 Cone                                  :Cone Resistance, Cone Resistance [MPa]
 Friction                              :Sleeve Friction, Sleeve Friction [MPa]
 Pore 2                                :Porewater Pressure, Porewater Pressure at Shoulder [MPa]
 HydroPress                            :Hydrostatic Pressure, Hydrostatic Pressure [MPa]
 qt                                    :Total Cone Resistance, Total Cone Resistance [MPa]
 Fric_ratio                            :Friction Ratio, Friction Ratio [%]
 SigmaVert                             :Vertical stress, Vertical stress [kPa] as specified in ground model
 Qnet                                  :Net Cone Resistance, Net Cone Resistance [MPa], unit weight as specified in ground model
 Bq                                    :Porewater Pressure Ratio, Porewater Pressure Ratio [-], unit weight as specified in ground model


 Data table:
  Rec    Depth      Time       Cone   Friction     Pore 2 HydroPress         qt Fric_ratio  SigmaVert       Qnet         Bq
   No        m         s        MPa        MPa        MPa        MPa        MPa          %        kPa        MPa          -
    1    0.000   1962.09     0.0000                           0.0000     0.0000                0.0000     0.0000           
    2    0.020   1963.15     0.0051                0.0007     0.0002     0.0053                0.3200     0.0050     0.0566
    3    0.040   1964.19     0.0028                0.0010     0.0004     0.0031                0.6400     0.0025     0.1444
    4    0.060   1965.19     0.0053     0.0005     0.0009     0.0006     0.0057    17.8665     0.9600     0.0047     0.0005
    5    0.080   1966.22     0.0050     0.0004     0.0011     0.0008     0.0054    91.4575     1.2800     0.0041     0.0770
    6    0.100   1967.25     0.0038     0.0004     0.0010     0.0010     0.0043    10.9599     1.6000     0.0027     0.0895
    7    0.120   1968.32     0.0031     0.0003     0.0014     0.0012     0.0036     8.8047     1.9200     0.0017     0.0753
    8    0.140   1969.37     0.0033     0.0003     0.0015     0.0014     0.0040     8.7714     2.2400     0.0017    -0.0109
    9    0.160   1970.39     0.0025     0.0003     0.0016     0.0016     0.0032     8.8834     2.5600     0.0006     0.0555
   10    0.180   1971.43     0.0034     0.0005     0.0020     0.0018     0.0042    19.7416     2.8800     0.0013     0.0542
   11    0.200   1972.42     0.0038     0.0003     0.0025     0.0020     0.0047     8.5243     3.2000     0.0015     0.1778
   12    0.220   1981.72     0.0048     0.0006     0.0027     0.0022     0.0059    12.5603     3.5200     0.0024     0.2085
   13    0.240   2006.39     0.0051     0.0003     0.0028     0.0024     0.0062     7.4499     3.8400     0.0024     0.1686
   14    0.260   2031.07     0.0053     0.0006     0.0029     0.0026     0.0066    12.2240     4.1600     0.0024     0.1287
   15    0.280   2041.22     0.0046     0.0004     0.0030     0.0028     0.0058     8.3242     4.4800     0.0014     0.1873
   16    0.300   2042.25     0.0069     0.0005     0.0034     0.0030     0.0083    10.4660     4.8000     0.0035     0.1492
   17    0.320   2043.26     0.0052     0.0005     0.0033     0.0032     0.0066    11.0799     5.1200     0.0015     0.0360
   18    0.340   2044.27     0.0033     0.0002     0.0037     0.0034     0.0049     6.8863     5.4400    -0.0006    -0.1002
   19    0.360   2045.29     0.0032     0.0006     0.0037     0.0036     0.0048    18.5629     5.7600    -0.0010    -0.1748
   20    0.380   2046.33     0.0052     0.0003     0.0040     0.0038     0.0069     4.9302     6.0800     0.0008     0.5101
   21    0.400   2047.33     0.0058     0.0005     0.0043     0.0040     0.0076     6.1823     6.4000     0.0012    -0.0711
   22    0.420   2048.36     0.0045     0.0005     0.0046     0.0042     0.0063     6.7401     6.7200    -0.0004     0.0797
   23    0.440   2049.35     0.0062     0.0005     0.0047     0.0044     0.0081     7.2979     7.0400     0.0011    -0.3135
   24    0.460   2050.37     0.0059     0.0004     0.0050     0.0046     0.0079     6.7646     7.3600     0.0006           
   25    0.480   2051.34     0.0088     0.0006     0.0053     0.0048     0.0110     6.8641     7.6800     0.0033     0.1159
   26    0.500   2052.36     0.0122     0.0008     0.0053     0.0050     0.0145     8.1994     8.0000     0.0065     0.0682
   27    0.520   2055.34     0.0179     0.0009     0.0049     0.0052     0.0200     6.5724     8.3200     0.0117     0.0073
   28    0.540   2058.92     0.0227     0.0012     0.0044     0.0054     0.0246     8.0789     8.6400     0.0160    -0.0302
   29    0.560   2062.49     0.0275     0.0012     0.0046     0.0056     0.0292     5.6274     8.9600     0.0203    -0.0677
   30    0.580   2063.92     0.0352     0.0017     0.0045     0.0058     0.0371     4.9810     9.2800     0.0279    -0.0388
   31    0.600   2064.94     0.0415     0.0019     0.0032     0.0060     0.0434     4.7145     9.6000     0.0338    -0.0387
   32    0.620   2065.98     0.0463     0.0022    -0.0021     0.0062     0.0455     4.8771     9.9200     0.0356    -0.2234
   33    0.640   2066.99     0.0402     0.0022    -0.0025     0.0064     0.0396     5.5215    10.2400     0.0294    -0.2648
   34    0.660   2068.02     0.0415     0.0023    -0.0011     0.0066     0.0407     5.6814    10.5600     0.0301    -0.2872
   35    0.680   2069.02     0.0345     0.0025    -0.0023     0.0068     0.0331     7.3691    10.8800     0.0223    -0.4534
   36    0.700   2070.01     0.0289     0.0023     0.0017     0.0070     0.0294     8.0292    11.2000     0.0182    -0.3236
   37    0.720   2071.00     0.0230     0.0020     0.0044     0.0072     0.0244     8.5663    11.5200     0.0129    -0.2974
   38    0.740   2072.01     0.0238     0.0022     0.0046     0.0074     0.0255     9.1660    11.8400     0.0136    -0.2425
   39    0.760   2073.03     0.0257     0.0019     0.0085     0.0076     0.0287     7.5415    12.1600     0.0165    -0.0229
   40    0.780   2074.05     0.0284     0.0021     0.0108     0.0078     0.0327     7.4655    12.4800     0.0202     0.1195
   41    0.800   2075.06     0.0236     0.0019     0.0106     0.0080     0.0280     8.1023    12.8000     0.0152     0.1584
   42    0.820   2076.06     0.0284     0.0019     0.0090     0.0082     0.0325     6.7042    13.1200     0.0193     0.0762
   43    0.840   2077.07     0.0309     0.0019     0.0082     0.0084     0.0346     6.0227    13.4400     0.0212     0.0186
   44    0.860   2078.08     0.0279     0.0020     0.0085     0.0086     0.0313     7.1427    13.7600     0.0176    -0.0191
   45    0.880   2079.08     0.0287     0.0019     0.0106     0.0088     0.0330     6.6581    14.0800     0.0189     0.0694
   46    0.900   2080.09     0.0344     0.0021     0.0125     0.0090     0.0391     6.5652    14.4000     0.0247     0.0960
   47    0.920   2081.11     0.0293     0.0022     0.0134     0.0092     0.0350     7.2675    14.7200     0.0203     0.2185
   48    0.940   2082.14     0.0306     0.0021     0.0131     0.0094     0.0360     7.0201    15.0400     0.0210     0.1606
   49    0.960   2083.15     0.0475     0.0023     0.0134     0.0096     0.0532     5.0280    15.3600     0.0378     0.1070
   50    0.980   2084.13     0.0965     0.0026     0.0114     0.0098     0.1018     4.0543    15.6800     0.0862     0.0348
   51    1.000   2085.16     0.1531     0.0027     0.0080     0.0100     0.1575     1.7407    16.0000     0.1415     0.0043
   52    1.020   2086.18     0.1394     0.0025     0.0036     0.0102     0.1412     1.7556    16.3200     0.1249    -0.0474
   53    1.040   2087.18     0.1171     0.0023     0.0047     0.0104     0.1189     1.9958    16.6400     0.1022    -0.0599
   54    1.060   2088.18     0.0964     0.0021     0.0056     0.0106     0.0985     1.9723    16.9600     0.0816    -0.0682
   55    1.080   2089.21     0.0775     0.0017     0.0040     0.0108     0.0798     2.0526    17.2800     0.0625    -0.0859
   56    1.100   2090.25     0.0600     0.0018     0.0067     0.0110     0.0626     2.9845    17.6000     0.0450    -0.1088
   57    1.120   2091.24     0.0478     0.0020     0.0084     0.0112     0.0511     3.7265    17.9200     0.0332    -0.1002
   58    1.140   2092.25     0.0369     0.0017     0.0114     0.0114     0.0409     4.4281    18.2400     0.0227    -0.0758
   59    1.160   2093.28     0.0347     0.0014     0.0144     0.0116     0.0404     4.2200    18.5600     0.0218     0.0840
   60    1.180   2094.29     0.0442     0.0015     0.0168     0.0118     0.0510     3.7195    18.8800     0.0321     0.1598
   61    1.200   2095.29     0.1164     0.0014     0.0153     0.0120     0.1230     1.2378    19.2000     0.1038     0.0367
   62    1.220   2096.33     0.1608     0.0017     0.0141     0.0122     0.1669     1.1147    19.5200     0.1473     0.0156
   63    1.240   2097.33     0.1821     0.0016     0.0149     0.0124     0.1882     0.8658    19.8400     0.1683     0.0123
   64    1.260   2098.33     0.1717     0.0028     0.0172     0.0126     0.1787     1.6471    20.1600     0.1586     0.0271
   65    1.280   2099.33     0.1626     0.0042     0.0159     0.0128     0.1688     2.5686    20.4800     0.1483     0.0121
   66    1.300   2100.33     0.1666     0.0049     0.0162     0.0130     0.1735     2.9608    20.8000     0.1527     0.0223
   67    1.320   2101.33     0.1953     0.0046     0.0162     0.0132     0.2020     2.3736    21.1200     0.1809     0.0152
   68    1.340   2102.38     0.1955     0.0049     0.0134     0.0134     0.2010     2.5335    21.4400     0.1796    -0.0015
   69    1.360   2103.38     0.1369     0.0048     0.0130     0.0136     0.1408     3.5781    21.7600     0.1191    -0.0323
   70    1.380   2104.40     0.1184     0.0048     0.0181     0.0138     0.1256     4.0735    22.0800     0.1035     0.0323
   71    1.400   2105.37     0.1484     0.0044     0.0190     0.0140     0.1563     2.9560    22.4000     0.1339     0.0372
   72    1.420   2106.42     0.1552     0.0041     0.0176     0.0142     0.1628     2.5792    22.7200     0.1401     0.0290
   73    1.440   2107.45     0.1211     0.0042     0.0215     0.0144     0.1297     3.4591    23.0400     0.1067     0.0578
   74    1.460   2108.44     0.1041     0.0051     0.0163     0.0146     0.1124     4.6975    23.3600     0.0890     0.0593
   75    1.480   2109.45     0.1126     0.0050     0.0107     0.0148     0.1175     4.6582    23.6800     0.0938    -0.0345
   76    1.500   2110.50     0.0894     0.0050     0.0083     0.0150     0.0926     6.2923    24.0000     0.0686    -0.1053
   77    1.520   2111.52     0.0888     0.0049     0.0176     0.0152     0.0961     5.4887    24.3200     0.0718     0.0303
   78    1.540   2112.53     0.0783     0.0041     0.0175     0.0154     0.0857     5.0920    24.6400     0.0611     0.0378
   79    1.560   2113.56     0.0750     0.0042     0.0200     0.0156     0.0829     5.5856    24.9600     0.0579     0.0561
   80    1.580   2114.55     0.0681     0.0036     0.0259     0.0158     0.0782     4.7038    25.2800     0.0529     0.1589
   81    1.600   2115.55     0.0566     0.0037     0.0317     0.0160     0.0690     6.4981    25.6000     0.0434     0.3099
   82    1.620   2116.55     0.0513     0.0037     0.0343     0.0162     0.0654     7.2745    25.9200     0.0395     0.4444
   83    1.640   2117.61     0.0514     0.0035     0.0361     0.0164     0.0662     6.8812    26.2400     0.0400     0.4747
   84    1.660   2118.61     0.0476     0.0032     0.0380     0.0166     0.0634     6.5887    26.5600     0.0368     0.5693
   85    1.680   2119.60     0.0489     0.0033     0.0384     0.0168     0.0650     7.1036    26.8800     0.0381     0.5691
   86    1.700   2120.62     0.0495     0.0031     0.0399     0.0170     0.0661     6.0690    27.2000     0.0389     0.5771
   87    1.720   2121.58     0.0507     0.0033     0.0398     0.0172     0.0671     6.1653    27.5200     0.0396     0.5542
   88    1.740   2122.63     0.0493     0.0030     0.0432     0.0174     0.0669     6.0759    27.8400     0.0391     0.6256
   89    1.760   2123.63     0.0514     0.0030     0.0452     0.0176     0.0700     5.9040    28.1600     0.0418     0.6404
   90    1.780   2124.64     0.0506     0.0037     0.0473     0.0178     0.0703     7.2234    28.4800     0.0418     0.6951
   91    1.800   2125.66     0.0509     0.0037     0.0488     0.0180     0.0711     7.3390    28.8000     0.0423     0.7122
   92    1.820   2126.69     0.0524     0.0030     0.0506     0.0182     0.0734     5.7147    29.1200     0.0443     0.7219
   93    1.840   2127.67     0.0548     0.0031     0.0480     0.0184     0.0755     5.6984    29.4400     0.0461     0.6714
   94    1.860   2128.66     0.0526     0.0031     0.0506     0.0186     0.0733     5.9504    29.7600     0.0436     0.7049
   95    1.880   2129.69     0.0543     0.0034     0.0492     0.0188     0.0747     6.1784    30.0800     0.0446     0.6644
   96    1.900   2130.71     0.0542     0.0035     0.0507     0.0190     0.0755     6.4864    30.4000     0.0451     0.7019
   97    1.920   2131.72     0.0563     0.0033     0.0510     0.0192     0.0779     5.9451    30.7200     0.0472     0.6824
   98    1.940   2132.73     0.0604     0.0033     0.0537     0.0194     0.0829     5.5248    31.0400     0.0518     0.6578
   99    1.960   2133.72     0.0593     0.0033     0.0545     0.0196     0.0823     5.6266    31.3600     0.0509     0.6906
  100    1.980   2134.74     0.0630     0.0038     0.0554     0.0198     0.0858     6.0830    31.6800     0.0541     0.6389
  101    2.000   2135.74     0.0655     0.0038     0.0576     0.0200     0.0893     5.8632    32.0000     0.0573     0.6413
  102    2.020   2136.76     0.0640     0.0039     0.0573     0.0202     0.0880     6.1445    32.3200     0.0556     0.6638
  103    2.040   2137.78     0.0615     0.0040     0.0556     0.0204     0.0853     6.4707    32.6400     0.0527     0.6916
  104    2.060   2138.81     0.0608     0.0039     0.0573     0.0206     0.0848     6.5051    32.9600     0.0518     0.7068
  105    2.080   2139.84     0.0574     0.0036     0.0592     0.0208     0.0819     6.2062    33.2800     0.0486     0.7737
  106    2.100   2140.85     0.0554     0.0033     0.0621     0.0210     0.0809     5.9558    33.6000     0.0473     0.8407
  107    2.120   2141.83     0.0567     0.0031     0.0641     0.0212     0.0834     5.5755    33.9200     0.0495     0.8557
  108    2.140   2142.83     0.0567     0.0029     0.0661     0.0214     0.0843     5.1952    34.2400     0.0500     0.8861
  109    2.160   2143.84     0.0575     0.0032     0.0660     0.0216     0.0854     5.6055    34.5600     0.0509     0.8833
  110    2.180   2144.88     0.0629     0.0035     0.0619     0.0218     0.0892     5.6530    34.8800     0.0543     0.7528
  111    2.200   2145.90     0.0641     0.0033     0.0629     0.0220     0.0903     5.1182    35.2000     0.0551     0.7308
  112    2.220   2157.14     0.0657     0.0032     0.0640     0.0222     0.0924     4.9032    35.5200     0.0569     0.7281
  113    2.240   2170.76     0.0673     0.0037     0.0650     0.0224     0.0945     5.8056    35.8400     0.0586     0.7208
  114    2.260   2177.18     0.0705     0.0035     0.0656     0.0226     0.0980     4.9320    36.1600     0.0618     0.6943
  115    2.280   2178.14     0.0702     0.0032     0.0683     0.0228     0.0987     4.6016    36.4800     0.0622     0.7237
