

 Program UNIPLOT                         version 05.36.02
 _______________
 (c) Fugro Netherlands Marine, Nootdorp, The Netherlands


 ASCII representation of data plotted on a graph.

 This ASCII file presents data interpolated to values per fixed depth interval.
 The data are corrected for the depth-offset differences between the various 
 transducers in the penetrometer.

 The records at the start of penetration may include no values or anomalous
 values where a depth offset implies incomplete penetration of a particular
 sensor into the ground.

 The records at the end of penetration may include no values for data channels
 where the transducer did not reach this depth.

 The reference level for test values is (1) the ground surface for onshore tests and (2) the seafloor for nearshore and offshore tests.

 UNICAS data file          : CPT-1016.000                            
 Output using command file : PlotASCII.cmd

 ASCII file created at : date          :20-Apr-2022
                         time          :10:19:33
 Project number                        :20024805                                                                                            
 Date of testing                       :12-Apr-2022                                                                                         
 Location                              :Hong Kong Offshore Wind Farm Project                                                                
 Test name                             :CPT-1016
 Penetrometer                          :F7.5CKE2HAW2/B/3342
 Serial no                             :1701-3342

 Table description:
 Column ID                             :Parameter name
 ___________________________________________________________________________________
 Rec                                   :Record ID, Record ID [-]
 Depth                                 :Depth, Depth [m]
 Time                                  :Time, Time [s]
 Cone                                  :Cone Resistance, Cone Resistance [MPa]
 Friction                              :Sleeve Friction, Sleeve Friction [MPa]
 Pore 2                                :Porewater Pressure, Porewater Pressure at Shoulder [MPa]
 HydroPress                            :Hydrostatic Pressure, Hydrostatic Pressure [MPa]
 qt                                    :Total Cone Resistance, Total Cone Resistance [MPa]
 Fric_ratio                            :Friction Ratio, Friction Ratio [%]
 SigmaVert                             :Vertical stress, Vertical stress [kPa] as specified in ground model
 Qnet                                  :Net Cone Resistance, Net Cone Resistance [MPa], unit weight as specified in ground model
 Bq                                    :Porewater Pressure Ratio, Porewater Pressure Ratio [-], unit weight as specified in ground model


 Data table:
  Rec    Depth      Time       Cone   Friction     Pore 2 HydroPress         qt Fric_ratio  SigmaVert       Qnet         Bq
   No        m         s        MPa        MPa        MPa        MPa        MPa          %        kPa        MPa          -
    1    0.000   1555.25     0.0000                           0.0000     0.0000                0.0000     0.0000           
    2    0.020   1556.22     0.0057                0.0001     0.0002     0.0058                0.3200     0.0054    -0.0235
    3    0.040   1557.16     0.0055                0.0001     0.0004     0.0055                0.6400     0.0049    -0.0898
    4    0.060   1558.13     0.0090     0.0003     0.0001     0.0006     0.0091     3.1671     0.9600     0.0081    -0.0606
    5    0.080   1563.02     0.0078     0.0003    -0.0001     0.0008     0.0078     3.3932     1.2800     0.0065    -0.1308
    6    0.100   1568.80     0.0076     0.0003    -0.0002     0.0010     0.0076     4.3930     1.6000     0.0060    -0.1972
    7    0.120   1571.81     0.0081     0.0001     0.0013     0.0012     0.0086     1.0803     1.9200     0.0067     0.0031
    8    0.140   1572.77     0.0059     0.0008     0.0013     0.0014     0.0065    16.4899     2.2400     0.0043    -0.0160
    9    0.160   1573.72     0.0091     0.0008     0.0011     0.0016     0.0096     9.1599     2.5600     0.0071    -0.0523
   10    0.180   1574.67     0.0068     0.0005     0.0011     0.0018     0.0072     6.8991     2.8800     0.0044    -0.1729
   11    0.200   1575.59     0.0094     0.0007     0.0015     0.0020     0.0100     8.0523     3.2000     0.0068    -0.0831
   12    0.220   1576.55     0.0107     0.0005     0.0020     0.0022     0.0113     6.4259     3.5200     0.0078    -0.1251
   13    0.240   1577.48     0.0101     0.0007     0.0026     0.0024     0.0112     6.2120     3.8400     0.0073     0.0244
   14    0.260   1578.36     0.0118     0.0008     0.0021     0.0026     0.0128     8.8686     4.1600     0.0086    -0.0335
   15    0.280   1579.26     0.0108     0.0011     0.0018     0.0028     0.0115    11.4145     4.4800     0.0070    -0.1800
   16    0.300   1580.23     0.0130     0.0009     0.0025     0.0030     0.0140     6.2817     4.8000     0.0092    -0.0643
   17    0.320   1581.16     0.0156     0.0013     0.0024     0.0032     0.0166     8.7768     5.1200     0.0114    -0.0697
   18    0.340   1582.13     0.0165     0.0011     0.0027     0.0034     0.0176     6.4027     5.4400     0.0122    -0.0574
   19    0.360   1583.02     0.0165     0.0014     0.0041     0.0036     0.0179     8.6162     5.7600     0.0121    -0.0176
   20    0.380   1583.96     0.0166     0.0016     0.0038     0.0038     0.0183     9.5075     6.0800     0.0122     0.0156
   21    0.400   1584.88     0.0185     0.0015     0.0052     0.0040     0.0204     8.0431     6.4000     0.0140     0.0272
   22    0.420   1585.79     0.0184     0.0012     0.0046     0.0042     0.0207     6.4952     6.7200     0.0140     0.0965
   23    0.440   1586.71     0.0193     0.0015     0.0035     0.0044     0.0209     7.6288     7.0400     0.0138    -0.0463
   24    0.460   1587.67     0.0178     0.0016     0.0037     0.0046     0.0192     8.2509     7.3600     0.0118    -0.1133
   25    0.480   1588.60     0.0177     0.0017     0.0050     0.0048     0.0197     9.1078     7.6800     0.0120    -0.0030
   26    0.500   1589.52     0.0177     0.0018     0.0046     0.0050     0.0196     9.9647     8.0000     0.0116    -0.0262
   27    0.520   1590.47     0.0199     0.0020     0.0051     0.0052     0.0219    10.6614     8.3200     0.0136    -0.0302
   28    0.540   1591.36     0.0172     0.0020     0.0056     0.0054     0.0196    11.6053     8.6400     0.0109     0.0166
   29    0.560   1592.26     0.0150     0.0019     0.0060     0.0056     0.0174    12.7662     8.9600     0.0085     0.0137
   30    0.580   1595.76     0.0143     0.0018     0.0067     0.0058     0.0170    12.0391     9.2800     0.0077     0.0949
   31    0.600   1599.32     0.0136     0.0017     0.0074     0.0060     0.0166    11.3503     9.6000     0.0070     0.1777
   32    0.620   1602.87     0.0130     0.0019     0.0081     0.0062     0.0163    12.8156     9.9200     0.0064     0.2606
   33    0.640   1604.20     0.0116     0.0021     0.0082     0.0064     0.0149    18.9748    10.2400     0.0047     0.3148
   34    0.660   1605.30     0.0116     0.0019     0.0089     0.0066     0.0154    16.9849    10.5600     0.0048     0.5024
   35    0.680   1606.29     0.0123     0.0017     0.0096     0.0068     0.0161    13.2452    10.8800     0.0052     0.4333
   36    0.700   1607.35     0.0110     0.0018     0.0100     0.0070     0.0152    17.1620    11.2000     0.0040     0.9073
   37    0.720   1608.42     0.0150     0.0015     0.0116     0.0072     0.0198    10.4148    11.5200     0.0082     0.5080
   38    0.740   1609.52     0.0196     0.0022     0.0115     0.0074     0.0244    10.8493    11.8400     0.0126     0.3311
   39    0.760   1610.57     0.0224     0.0020     0.0116     0.0076     0.0275     9.6634    12.1600     0.0153     0.2902
   40    0.780   1611.63     0.0221     0.0017     0.0088     0.0078     0.0261     7.2457    12.4800     0.0136     0.1265
   41    0.800   1612.66     0.0196     0.0015     0.0079     0.0080     0.0230     7.4418    12.8000     0.0102     0.0243
   42    0.820   1613.75     0.0202     0.0013     0.0055     0.0082     0.0229     6.2812    13.1200     0.0098    -0.1769
   43    0.840   1614.78     0.0126     0.0013     0.0110     0.0084     0.0144     9.0662    13.4400     0.0010    -4.3396
   44    0.860   1615.83     0.0007     0.0011     0.0137     0.0086     0.0065    99.2078    13.7600    -0.0073    -0.7038
   45    0.880   1616.91     0.0042     0.0011     0.0142     0.0088     0.0100   154.6147    14.0800    -0.0041    -1.4707
   46    0.900   1617.97     0.0064     0.0010     0.0128     0.0090     0.0120    18.5265    14.4000    -0.0024    -2.1862
   47    0.920   1619.03     0.0049     0.0013     0.0124     0.0092     0.0101    25.9735    14.7200    -0.0046    -0.7151
   48    0.940   1620.07     0.0066     0.0012     0.0112     0.0094     0.0114    18.6251    15.0400    -0.0036    -0.5419
   49    0.960   1621.14     0.0052     0.0015     0.0127     0.0096     0.0104    33.9548    15.3600    -0.0050    -0.5582
   50    0.980   1622.18     0.0076     0.0014     0.0130     0.0098     0.0130    27.8500    15.6800    -0.0026    -1.4764
   51    1.000   1623.23     0.0112     0.0013     0.0138     0.0100     0.0168    14.5903    16.0000     0.0008     3.5835
   52    1.020   1624.29     0.0143     0.0018     0.0154     0.0102     0.0205    12.4832    16.3200     0.0042     1.1188
   53    1.040   1625.27     0.0201     0.0016     0.0145     0.0104     0.0262     9.5741    16.6400     0.0096     0.4253
   54    1.060   1626.33     0.0189     0.0021     0.0148     0.0106     0.0250    10.0894    16.9600     0.0080     0.4840
   55    1.080   1627.44     0.0259     0.0024     0.0143     0.0108     0.0319     9.3938    17.2800     0.0146     0.2358
   56    1.100   1628.47     0.0331     0.0027     0.0144     0.0110     0.0392     8.6981    17.6000     0.0216     0.1574
   57    1.120   1629.53     0.0294     0.0028     0.0131     0.0112     0.0351     9.1454    17.9200     0.0172     0.1424
   58    1.140   1630.58     0.0313     0.0030     0.0131     0.0114     0.0367     9.8925    18.2400     0.0185     0.0744
   59    1.160   1631.64     0.0320     0.0034     0.0127     0.0116     0.0375    10.3406    18.5600     0.0189     0.0683
   60    1.180   1647.34     0.0363     0.0034     0.0117     0.0118     0.0414    10.5756    18.8800     0.0225     0.0235
   61    1.200   1665.23     0.0414     0.0036     0.0107     0.0120     0.0461    11.2641    19.2000     0.0269    -0.0253
   62    1.220   1676.69     0.0448     0.0033     0.0117     0.0122     0.0494     7.5017    19.5200     0.0299    -0.0368
   63    1.240   1677.75     0.0438     0.0035     0.0128     0.0124     0.0490     7.7174    19.8400     0.0292    -0.0048
   64    1.260   1678.77     0.0421     0.0032     0.0139     0.0126     0.0479     7.3674    20.1600     0.0278     0.0463
   65    1.280   1679.86     0.0395     0.0028     0.0128     0.0128     0.0449     7.1771    20.4800     0.0244     0.0036
   66    1.300   1680.89     0.0391     0.0028     0.0135     0.0130     0.0446     7.1202    20.8000     0.0238     0.0065
   67    1.320   1681.96     0.0398     0.0025     0.0146     0.0132     0.0456     6.4084    21.1200     0.0244     0.0249
   68    1.340   1683.03     0.0383     0.0024     0.0190     0.0134     0.0457     6.3181    21.4400     0.0243     0.1745
   69    1.360   1684.07     0.0376     0.0022     0.0187     0.0136     0.0457     5.9295    21.7600     0.0239     0.2393
   70    1.380   1685.12     0.0401     0.0020     0.0188     0.0138     0.0480     5.4884    22.0800     0.0259     0.1884
   71    1.400   1686.16     0.0370     0.0020     0.0200     0.0140     0.0452     5.0408    22.4000     0.0228     0.2449
   72    1.420   1687.18     0.0364     0.0021     0.0212     0.0142     0.0451     5.5751    22.7200     0.0224     0.2922
   73    1.440   1688.24     0.0321     0.0019     0.0215     0.0144     0.0414     5.4601    23.0400     0.0183     0.4260
   74    1.460   1689.33     0.0345     0.0021     0.0214     0.0146     0.0436     6.0664    23.3600     0.0202     0.3439
   75    1.480   1690.38     0.0391     0.0020     0.0229     0.0148     0.0482     5.0346    23.6800     0.0245     0.2841
   76    1.500   1691.39     0.0403     0.0022     0.0256     0.0150     0.0506     5.4682    24.0000     0.0266     0.3604
   77    1.520   1692.45     0.0439     0.0018     0.0273     0.0152     0.0551     4.2067    24.3200     0.0308     0.3710
   78    1.540   1693.50     0.0478     0.0022     0.0299     0.0154     0.0602     4.8198    24.6400     0.0355     0.3943
   79    1.560   1694.51     0.0505     0.0021     0.0303     0.0156     0.0631     4.1295    24.9600     0.0381     0.3797
   80    1.580   1695.59     0.0549     0.0024     0.0318     0.0158     0.0680     4.5358    25.2800     0.0428     0.3622
   81    1.600   1696.67     0.0544     0.0024     0.0328     0.0160     0.0681     4.5529    25.6000     0.0425     0.3913
   82    1.620   1697.71     0.0592     0.0025     0.0323     0.0162     0.0728     4.3355    25.9200     0.0469     0.3479
   83    1.640   1698.77     0.0577     0.0026     0.0299     0.0164     0.0698     4.3958    26.2400     0.0436     0.2882
   84    1.660   1699.77     0.0555     0.0024     0.0303     0.0166     0.0683     4.3435    26.5600     0.0417     0.3323
   85    1.680   1700.83     0.0513     0.0023     0.0311     0.0168     0.0640     4.3881    26.8800     0.0372     0.3634
   86    1.700   1701.91     0.0500     0.0021     0.0334     0.0170     0.0635     4.1906    27.2000     0.0363     0.4204
   87    1.720   1702.96     0.0509     0.0020     0.0346     0.0172     0.0654     3.9180    27.5200     0.0378     0.4531
   88    1.740   1703.99     0.0510     0.0018     0.0366     0.0174     0.0661     3.4882    27.8400     0.0382     0.4833
   89    1.760   1705.08     0.0557     0.0019     0.0412     0.0176     0.0724     3.4443    28.1600     0.0443     0.5057
   90    1.780   1706.15     0.0564     0.0020     0.0428     0.0178     0.0743     3.4519    28.4800     0.0458     0.5419
