

 Program UNIPLOT                         version 05.36.02
 _______________
 (c) Fugro Netherlands Marine, Nootdorp, The Netherlands


 ASCII representation of data plotted on a graph.

 This ASCII file presents data interpolated to values per fixed depth interval.
 The data are corrected for the depth-offset differences between the various 
 transducers in the penetrometer.

 The records at the start of penetration may include no values or anomalous
 values where a depth offset implies incomplete penetration of a particular
 sensor into the ground.

 The records at the end of penetration may include no values for data channels
 where the transducer did not reach this depth.

 The reference level for test values is (1) the ground surface for onshore tests and (2) the seafloor for nearshore and offshore tests.

 UNICAS data file          : CPT-2029.000                            
 Output using command file : PlotASCII.cmd

 ASCII file created at : date          :31-Dec-2021
                         time          :10:15:21
 Project number                        :20024805
 Date of testing                       :16-Dec-2021
 Location                              :Hong Kong Offshore Wind Farm Project
 Test name                             :CPT-2029
 Penetrometer                          :F7.5CKE2HAW2/B/3284
 Serial no                             :1701-3284

 Table description:
 Column ID                             :Parameter name
 ___________________________________________________________________________________
 Rec                                   :Record ID, Record ID [-]
 Depth                                 :Depth, Depth [m]
 Time                                  :Time, Time [s]
 Cone                                  :Cone Resistance, Cone Resistance [MPa]
 Friction                              :Sleeve Friction, Sleeve Friction [MPa]
 Pore 2                                :Porewater Pressure, Porewater Pressure at Shoulder [MPa]
 HydroPress                            :Hydrostatic Pressure, Hydrostatic Pressure [MPa]
 qt                                    :Total Cone Resistance, Total Cone Resistance [MPa]
 Fric_ratio                            :Friction Ratio, Friction Ratio [%]
 SigmaVert                             :Vertical stress, Vertical stress [kPa] as specified in ground model
 Qnet                                  :Net Cone Resistance, Net Cone Resistance [MPa], unit weight as specified in ground model
 Bq                                    :Porewater Pressure Ratio, Porewater Pressure Ratio [-], unit weight as specified in ground model


 Data table:
  Rec    Depth      Time       Cone   Friction     Pore 2 HydroPress         qt Fric_ratio  SigmaVert       Qnet         Bq
   No        m         s        MPa        MPa        MPa        MPa        MPa          %        kPa        MPa          -
    1    0.000   3085.41     0.0000                           0.0000     0.0000                0.0000     0.0000           
    2    0.020   3086.36     0.0027                0.0012     0.0002     0.0031                0.3200     0.0028     0.2829
    3    0.040   3087.35     0.0038                0.0021     0.0004     0.0046                0.6400     0.0040     0.3747
    4    0.060   3088.34     0.0017     0.0005     0.0027     0.0006     0.0025    52.5982     0.9600     0.0016     0.9586
    5    0.080   3089.23     0.0067     0.0005     0.0040     0.0008     0.0082    25.8482     1.2800     0.0069     0.4505
    6    0.100   3090.22     0.0065     0.0006     0.0053     0.0010     0.0085    17.0466     1.6000     0.0069     0.7056
    7    0.120   3092.29     0.0106     0.0006     0.0059     0.0012     0.0130     8.2451     1.9200     0.0111     0.4213
    8    0.140   3094.56     0.0132     0.0005     0.0064     0.0014     0.0158     5.9955     2.2400     0.0136     0.3702
    9    0.160   3096.58     0.0157     0.0006     0.0062     0.0016     0.0185     5.3268     2.5600     0.0159     0.3104
   10    0.180   3097.76     0.0160     0.0005     0.0052     0.0018     0.0181     2.9053     2.8800     0.0153     0.2160
   11    0.200   3100.21     0.0202     0.0007     0.0055     0.0020     0.0225     3.5906     3.2000     0.0193     0.1866
   12    0.220   3102.67     0.0244     0.0010     0.0058     0.0022     0.0268     4.0099     3.5200     0.0233     0.1572
   13    0.240   3104.33     0.0270     0.0012     0.0072     0.0024     0.0299     4.2985     3.8400     0.0261     0.1706
   14    0.260   3105.32     0.0297     0.0011     0.0083     0.0026     0.0329     3.8780     4.1600     0.0288     0.1788
   15    0.280   3106.28     0.0290     0.0010     0.0093     0.0028     0.0329     3.4070     4.4800     0.0284     0.2206
   16    0.300   3113.05     0.0304     0.0012     0.0088     0.0030     0.0343     4.2205     4.8000     0.0295     0.2177
   17    0.320   3129.52     0.0372     0.0014     0.0080     0.0032     0.0407     5.1437     5.1200     0.0356     0.1589
   18    0.340   3145.99     0.0440     0.0013     0.0070     0.0034     0.0471     4.5090     5.4400     0.0417     0.1001
   19    0.360   3148.75     0.0438     0.0012     0.0065     0.0036     0.0465     2.7215     5.7600     0.0407     0.0694
   20    0.380   3149.71     0.0487     0.0012     0.0075     0.0038     0.0517     2.4442     6.0800     0.0456     0.0697
   21    0.400   3150.67     0.0417     0.0014     0.0093     0.0040     0.0454     3.2654     6.4000     0.0390     0.1240
   22    0.420   3151.62     0.0404     0.0016     0.0097     0.0042     0.0444     3.8939     6.7200     0.0377     0.1411
   23    0.440   3152.58     0.0418     0.0011     0.0103     0.0044     0.0460     2.6437     7.0400     0.0390     0.1455
   24    0.460   3153.53     0.0399     0.0017     0.0110     0.0046     0.0445     4.2208     7.3600     0.0372     0.1701
   25    0.480   3154.54     0.0395     0.0011     0.0118     0.0048     0.0443     2.8399     7.6800     0.0367     0.1804
   26    0.500   3155.45     0.0413     0.0013     0.0129     0.0050     0.0466     3.0656     8.0000     0.0386     0.1966
   27    0.520   3156.40     0.0404     0.0013     0.0133     0.0052     0.0459     3.3152     8.3200     0.0376     0.2140
   28    0.540   3157.36     0.0435     0.0016     0.0137     0.0054     0.0492     3.9070     8.6400     0.0405     0.2017
   29    0.560   3158.35     0.0408     0.0015     0.0135     0.0056     0.0464     3.4672     8.9600     0.0374     0.2040
   30    0.580   3159.33     0.0435     0.0014     0.0142     0.0058     0.0494     3.3519     9.2800     0.0401     0.2077
   31    0.600   3160.26     0.0416     0.0016     0.0147     0.0060     0.0476     3.5582     9.6000     0.0380     0.2181
   32    0.620   3161.27     0.0549     0.0014     0.0106     0.0062     0.0595     2.9719     9.9200     0.0495     0.1001
   33    0.640   3162.22     0.0440     0.0014     0.0151     0.0064     0.0498     3.1682    10.2400     0.0395     0.1893
   34    0.660   3163.20     0.0464     0.0015     0.0166     0.0066     0.0533     2.9829    10.5600     0.0427     0.2282
   35    0.680   3164.16     0.0450     0.0013     0.0173     0.0068     0.0522     2.7744    10.8800     0.0413     0.2505
   36    0.700   3165.12     0.0461     0.0012     0.0165     0.0070     0.0531     2.4953    11.2000     0.0419     0.2298
   37    0.720   3166.08     0.0459     0.0014     0.0152     0.0072     0.0525     3.0435    11.5200     0.0410     0.2086
   38    0.740   3167.05     0.0478     0.0013     0.0156     0.0074     0.0543     2.8527    11.8400     0.0425     0.1923
   39    0.760   3168.04     0.0454     0.0014     0.0175     0.0076     0.0525     3.0147    12.1600     0.0404     0.2327
   40    0.780   3169.00     0.0424     0.0017     0.0186     0.0078     0.0499     3.9757    12.4800     0.0374     0.2683
   41    0.800   3169.95     0.0455     0.0014     0.0198     0.0080     0.0535     2.9906    12.8000     0.0407     0.2749
   42    0.820   3170.91     0.0500     0.0016     0.0204     0.0082     0.0586     3.1409    13.1200     0.0455     0.2695
   43    0.840   3171.83     0.0482     0.0018     0.0201     0.0084     0.0568     3.7750    13.4400     0.0434     0.2796
   44    0.860   3172.79     0.0496     0.0018     0.0196     0.0086     0.0578     3.5115    13.7600     0.0440     0.2470
   45    0.880   3173.78     0.0467     0.0015     0.0211     0.0088     0.0554     3.0784    14.0800     0.0413     0.2853
   46    0.900   3174.74     0.0477     0.0016     0.0210     0.0090     0.0565     3.4574    14.4000     0.0421     0.2857
   47    0.920   3175.69     0.0499     0.0011     0.0217     0.0092     0.0590     2.0580    14.7200     0.0443     0.2806
   48    0.940   3176.67     0.0512     0.0012     0.0229     0.0094     0.0607     2.3236    15.0400     0.0456     0.2877
   49    0.960   3177.66     0.0531     0.0017     0.0234     0.0096     0.0628     3.3960    15.3600     0.0475     0.2874
   50    0.980   3178.61     0.0585     0.0014     0.0237     0.0098     0.0685     2.4510    15.6800     0.0528     0.2647
   51    1.000   3179.58     0.0593     0.0014     0.0225     0.0100     0.0691     2.3160    16.0000     0.0531     0.2510
   52    1.020   3180.52     0.0603     0.0016     0.0228     0.0102     0.0700     2.6269    16.3200     0.0537     0.2399
   53    1.040   3181.47     0.0584     0.0017     0.0231     0.0104     0.0678     2.7702    16.6400     0.0512     0.2378
   54    1.060   3182.47     0.0585     0.0017     0.0231     0.0106     0.0681     2.9084    16.9600     0.0512     0.2424
   55    1.080   3183.42     0.0587     0.0020     0.0244     0.0108     0.0690     3.4666    17.2800     0.0517     0.2638
   56    1.100   3184.38     0.0591     0.0017     0.0240     0.0110     0.0692     2.8991    17.6000     0.0516     0.2528
   57    1.120   3185.34     0.0576     0.0021     0.0246     0.0112     0.0678     3.5049    17.9200     0.0499     0.2637
   58    1.140   3186.34     0.0606     0.0020     0.0254     0.0114     0.0711     3.4387    18.2400     0.0528     0.2564
   59    1.160   3187.30     0.0620     0.0021     0.0260     0.0116     0.0729     3.2935    18.5600     0.0543     0.2620
   60    1.180   3188.26     0.0626     0.0014     0.0254     0.0118     0.0734     2.2309    18.8800     0.0545     0.2553
   61    1.200   3189.21     0.0647     0.0020     0.0272     0.0120     0.0758     3.2085    19.2000     0.0566     0.2529
   62    1.220   3190.17     0.0715     0.0017     0.0275     0.0122     0.0831     2.4130    19.5200     0.0636     0.2451
   63    1.240   3191.13     0.0743     0.0017     0.0271     0.0124     0.0855     2.3363    19.8400     0.0656     0.2183
   64    1.260   3192.11     0.0714     0.0023     0.0261     0.0126     0.0825     3.0703    20.1600     0.0624     0.2230
   65    1.280   3193.11     0.0687     0.0019     0.0212     0.0128     0.0780     2.7509    20.4800     0.0575     0.1626
   66    1.300   3194.07     0.0640     0.0022     0.0244     0.0130     0.0735     3.3278    20.8000     0.0527     0.1806
   67    1.320   3195.03     0.0651     0.0026     0.0255     0.0132     0.0761     4.1228    21.1200     0.0550     0.2368
   68    1.340   3196.00     0.0793     0.0026     0.0312     0.0134     0.0919     3.5575    21.4400     0.0704     0.2387
   69    1.360   3196.96     0.1093     0.0025     0.0348     0.0136     0.1231     2.4951    21.7600     0.1014     0.1900
   70    1.380   3197.95     0.1267     0.0027     0.0275     0.0138     0.1389     2.2047    22.0800     0.1168     0.1291
   71    1.400   3198.90     0.1245     0.0026     0.0264     0.0140     0.1356     2.0529    22.4000     0.1132     0.1109
   72    1.420   3199.86     0.1142     0.0027     0.0282     0.0142     0.1252     2.2203    22.7200     0.1024     0.1151
   73    1.440   3200.82     0.0997     0.0025     0.0317     0.0144     0.1127     2.4312    23.0400     0.0897     0.1851
   74    1.460   3201.77     0.1005     0.0025     0.0358     0.0146     0.1147     2.4573    23.3600     0.0914     0.2105
   75    1.480   3202.78     0.1125     0.0015     0.0403     0.0148     0.1289     1.4269    23.6800     0.1053     0.2322
   76    1.500   3203.73     0.1152     0.0025     0.0401     0.0150     0.1323     2.1621    24.0000     0.1083     0.2380
   77    1.520   3204.72     0.1179     0.0028     0.0390     0.0152     0.1345     2.4427    24.3200     0.1102     0.2203
   78    1.540   3205.67     0.1173     0.0033     0.0344     0.0154     0.1320     2.7581    24.6400     0.1074     0.1817
   79    1.560   3206.60     0.1220     0.0033     0.0402     0.0156     0.1381     2.7493    24.9600     0.1131     0.2012
   80    1.580   3207.56     0.1304     0.0031     0.0371     0.0158     0.1462     2.4690    25.2800     0.1209     0.1809
   81    1.600   3208.53     0.1269     0.0034     0.0359     0.0160     0.1426     2.6070    25.6000     0.1170     0.1822
   82    1.620   3209.52     0.1285     0.0037     0.0384     0.0162     0.1446     2.8695    25.9200     0.1186     0.1852
   83    1.640   3210.49     0.1252     0.0034     0.0396     0.0164     0.1416     2.6615    26.2400     0.1153     0.1968
   84    1.660   3211.45     0.1215     0.0037     0.0396     0.0166     0.1380     3.0401    26.5600     0.1115     0.2048
   85    1.680   3212.43     0.1203     0.0039     0.0405     0.0168     0.1368     3.2975    26.8800     0.1099     0.2033
   86    1.700   3213.36     0.1314     0.0032     0.0410     0.0170     0.1486     2.5373    27.2000     0.1214     0.1979
   87    1.720   3214.35     0.1330     0.0031     0.0364     0.0172     0.1492     2.2248    27.5200     0.1216     0.1749
   88    1.740   3215.30     0.1346     0.0034     0.0339     0.0174     0.1486     2.3812    27.8400     0.1207     0.1317
   89    1.760   3216.27     0.1278     0.0031     0.0391     0.0176     0.1434     2.4103    28.1600     0.1152     0.1703
   90    1.780   3217.23     0.1287     0.0033     0.0442     0.0178     0.1467     2.5228    28.4800     0.1182     0.2108
   91    1.800   3218.18     0.1378     0.0034     0.0380     0.0180     0.1547     2.4753    28.8000     0.1259     0.1768
   92    1.820   3219.14     0.1388     0.0033     0.0466     0.0182     0.1570     2.3945    29.1200     0.1278     0.1955
   93    1.840   3220.10     0.1378     0.0038     0.0452     0.0184     0.1576     2.7111    29.4400     0.1281     0.2234
   94    1.860   3221.06     0.1323     0.0035     0.0374     0.0186     0.1492     2.6363    29.7600     0.1195     0.1809
   95    1.880   3222.01     0.1204     0.0034     0.0404     0.0188     0.1367     2.7050    30.0800     0.1066     0.1880
   96    1.900   3222.97     0.1128     0.0033     0.0454     0.0190     0.1309     2.8353    30.4000     0.1005     0.2378
   97    1.920   3223.93     0.1186     0.0037     0.0500     0.0192     0.1391     3.1777    30.7200     0.1084     0.2729
   98    1.940   3224.89     0.1269     0.0035     0.0524     0.0194     0.1489     2.7626    31.0400     0.1178     0.2801
   99    1.960   3225.84     0.1379     0.0033     0.0520     0.0196     0.1601     2.4472    31.3600     0.1287     0.2578
  100    1.980   3226.82     0.1515     0.0035     0.0476     0.0198     0.1723     2.3565    31.6800     0.1406     0.2115
  101    2.000   3227.79     0.1485     0.0038     0.0418     0.0200     0.1667     2.5847    32.0000     0.1347     0.1730
  102    2.020   3228.77     0.1390     0.0037     0.0438     0.0202     0.1577     2.5739    32.3200     0.1253     0.1938
  103    2.040   3229.73     0.1329     0.0041     0.0392     0.0204     0.1495     3.0415    32.6400     0.1169     0.1638
  104    2.060   3230.67     0.1252     0.0036     0.0444     0.0206     0.1432     2.8702    32.9600     0.1103     0.2027
  105    2.080   3231.66     0.1356     0.0037     0.0481     0.0208     0.1550     2.7602    33.2800     0.1217     0.2077
  106    2.100   3232.63     0.1369     0.0036     0.0532     0.0210     0.1585     2.5927    33.6000     0.1249     0.2443
  107    2.120   3233.56     0.1339     0.0035     0.0516     0.0212     0.1567     2.6094    33.9200     0.1228     0.2704
  108    2.140   3234.54     0.1410     0.0036     0.0404     0.0214     0.1587     2.5655    34.2400     0.1244     0.1660
  109    2.160   3235.51     0.1394     0.0036     0.0488     0.0216     0.1581     2.5390    34.5600     0.1236     0.1864
  110    2.180   3236.51     0.1340     0.0034     0.0448     0.0218     0.1544     2.4927    34.8800     0.1195     0.2237
  111    2.200   3237.48     0.1270     0.0039     0.0417     0.0220     0.1444     3.0606    35.2000     0.1092     0.1787
  112    2.220   3238.42     0.1147     0.0036     0.0411     0.0222     0.1313     3.0259    35.5200     0.0958     0.1812
  113    2.240   3239.37     0.1029     0.0037     0.0438     0.0224     0.1205     3.5043    35.8400     0.0847     0.2303
  114    2.260   3240.29     0.1013     0.0043     0.0485     0.0226     0.1211     4.3216    36.1600     0.0849     0.2885
  115    2.280   3241.27     0.1206     0.0044     0.0533     0.0228     0.1422     3.8752    36.4800     0.1057     0.2707
  116    2.300   3242.27     0.1387     0.0048     0.0570     0.0230     0.1625     3.4582    36.8000     0.1257     0.2673
  117    2.320   3243.23     0.1467     0.0047     0.0488     0.0232     0.1688     3.2530    37.1200     0.1317     0.2243
  118    2.340   3244.21     0.1363     0.0049     0.0413     0.0234     0.1541     3.5921    37.4400     0.1166     0.1630
  119    2.360   3245.17     0.1221     0.0039     0.0448     0.0236     0.1404     2.9375    37.7600     0.1027     0.1973
  120    2.380   3246.12     0.1211     0.0044     0.0490     0.0238     0.1408     3.3475    38.0800     0.1028     0.2251
  121    2.400   3247.08     0.1289     0.0049     0.0508     0.0240     0.1502     3.7575    38.4000     0.1118     0.2391
  122    2.420   3248.04     0.1285     0.0043     0.0580     0.0242     0.1518     3.4061    38.7200     0.1131     0.2768
  123    2.440   3249.00     0.1349     0.0043     0.0553     0.0244     0.1594     3.1884    39.0400     0.1204     0.2808
  124    2.460   3250.78     0.1438     0.0044     0.0494     0.0246     0.1640     3.1268    39.3600     0.1246     0.1897
  125    2.480   3267.72     0.1325     0.0046     0.0530     0.0248     0.1542     3.1809    39.6800     0.1145     0.2426
  126    2.500   3284.66     0.1212     0.0050     0.0566     0.0250     0.1444     3.4805    40.0000     0.1044     0.2955
  127    2.520   3293.42     0.1157     0.0047     0.0486     0.0252     0.1379     4.0745    40.3200     0.0976     0.2839
  128    2.540   3294.38     0.1068     0.0046     0.0463     0.0254     0.1267     4.0872    40.6400     0.0861     0.2553
  129    2.560   3295.34     0.0991     0.0043     0.0527     0.0256     0.1201     4.1514    40.9600     0.0791     0.3094
  130    2.580   3296.29     0.0886     0.0045     0.0611     0.0258     0.1134     4.9174    41.2800     0.0721     0.4601
  131    2.600   3297.27     0.0799     0.0042     0.0634     0.0260     0.1064     5.2042    41.6000     0.0648     0.5711
  132    2.620   3298.26     0.0822     0.0039     0.0668     0.0262     0.1096     4.6971    41.9200     0.0677     0.5772
  133    2.640   3299.26     0.0940     0.0040     0.0679     0.0264     0.1225     4.5412    42.2400     0.0803     0.5190
  134    2.660   3300.20     0.1135     0.0039     0.0698     0.0266     0.1423     3.6738    42.5600     0.0998     0.4220
  135    2.680   3301.12     0.1171     0.0043     0.0679     0.0268     0.1463     3.7065    42.8800     0.1035     0.4133
  136    2.700   3302.13     0.1207     0.0050     0.0578     0.0270     0.1461     4.2819    43.2000     0.1029     0.3260
  137    2.720   3303.08     0.1306     0.0048     0.0589     0.0272     0.1545     3.6804    43.5200     0.1110     0.2668
  138    2.740   3304.02     0.1394     0.0052     0.0562     0.0274     0.1635     3.8276    43.8400     0.1196     0.2510
  139    2.760   3304.99     0.1484     0.0053     0.0625     0.0276     0.1742     3.6101    44.1600     0.1301     0.2603
  140    2.780   3305.94     0.1618     0.0054     0.0582     0.0278     0.1870     3.6454    44.4800     0.1425     0.2263
  141    2.800   3306.94     0.1387     0.0055     0.0670     0.0280     0.1649     3.8861    44.8000     0.1201     0.2871
  142    2.820   3307.90     0.1466     0.0044     0.0737     0.0282     0.1760     3.3866    45.1200     0.1309     0.3188
  143    2.840   3308.85     0.1268     0.0049     0.0775     0.0284     0.1589     3.7308    45.4400     0.1135     0.4232
  144    2.860   3309.81     0.1324     0.0050     0.0801     0.0286     0.1658     3.7433    45.7600     0.1200     0.4238
  145    2.880   3310.76     0.1431     0.0046     0.0824     0.0288     0.1775     3.3850    46.0800     0.1314     0.4044
