

 Program UNIPLOT                         version 05.36.02
 _______________
 (c) Fugro Netherlands Marine, Nootdorp, The Netherlands


 ASCII representation of data plotted on a graph.

 This ASCII file presents data interpolated to values per fixed depth interval.
 The data are corrected for the depth-offset differences between the various 
 transducers in the penetrometer.

 The records at the start of penetration may include no values or anomalous
 values where a depth offset implies incomplete penetration of a particular
 sensor into the ground.

 The records at the end of penetration may include no values for data channels
 where the transducer did not reach this depth.

 The reference level for test values is (1) the ground surface for onshore tests and (2) the seafloor for nearshore and offshore tests.

 UNICAS data file          : CPT-2008.000                            
 Output using command file : PlotASCII.cmd

 ASCII file created at : date          :12-Jul-2022
                         time          :16:16:29
 Project number                        :20024805                                                                                            
 Date of testing                       :10-Jul-2022                                                                                         
 Location                              :Hong Kong Offshore Wind Farm Project                                                                
 Test name                             :CPT-2008
 Penetrometer                          :F7.5CKE2HAW2/B/3285
 Serial no                             :1701-3285

 Table description:
 Column ID                             :Parameter name
 ___________________________________________________________________________________
 Rec                                   :Record ID, Record ID [-]
 Depth                                 :Depth, Depth [m]
 Time                                  :Time, Time [s]
 Cone                                  :Cone Resistance, Cone Resistance [MPa]
 Friction                              :Sleeve Friction, Sleeve Friction [MPa]
 Pore 2                                :Porewater Pressure, Porewater Pressure at Shoulder [MPa]
 HydroPress                            :Hydrostatic Pressure, Hydrostatic Pressure [MPa]
 qt                                    :Total Cone Resistance, Total Cone Resistance [MPa]
 Fric_ratio                            :Friction Ratio, Friction Ratio [%]
 SigmaVert                             :Vertical stress, Vertical stress [kPa] as specified in ground model
 Qnet                                  :Net Cone Resistance, Net Cone Resistance [MPa], unit weight as specified in ground model
 Bq                                    :Porewater Pressure Ratio, Porewater Pressure Ratio [-], unit weight as specified in ground model


 Data table:
  Rec    Depth      Time       Cone   Friction     Pore 2 HydroPress         qt Fric_ratio  SigmaVert       Qnet         Bq
   No        m         s        MPa        MPa        MPa        MPa        MPa          %        kPa        MPa          -
    1    0.000   2091.91     0.0000                           0.0000     0.0000                0.0000     0.0000           
    2    0.020   2099.72     0.0017                0.0001     0.0002     0.0017                0.3200     0.0014    -0.2383
    3    0.040   2105.96     0.0068               -0.0020     0.0004     0.0058                0.6400     0.0052    -0.5397
    4    0.060   2106.90     0.0083     0.0005    -0.0023     0.0006     0.0074     6.6132     0.9600     0.0064    -0.4284
    5    0.080   2107.80     0.0112     0.0005    -0.0026     0.0008     0.0101     4.8864     1.2800     0.0088    -0.3911
    6    0.100   2108.69     0.0088     0.0005    -0.0010     0.0010     0.0080     6.0247     1.6000     0.0064    -0.4229
    7    0.120   2109.58     0.0065     0.0005     0.0009     0.0012     0.0066     7.7571     1.9200     0.0047    -0.1823
    8    0.140   2110.52     0.0093     0.0010    -0.0006     0.0014     0.0091    11.1333     2.2400     0.0068    -0.2712
    9    0.160   2111.43     0.0081     0.0007    -0.0001     0.0016     0.0078     7.5923     2.5600     0.0053    -0.4260
   10    0.180   2112.31     0.0100     0.0008     0.0006     0.0018     0.0103     7.7503     2.8800     0.0075    -0.1408
   11    0.200   2113.22     0.0127     0.0008    -0.0023     0.0020     0.0124     6.1588     3.2000     0.0092    -0.3193
   12    0.220   2114.13     0.0127     0.0010    -0.0001     0.0022     0.0118     7.9842     3.5200     0.0083    -0.5558
   13    0.240   2115.01     0.0128     0.0006     0.0041     0.0024     0.0138     4.4719     3.8400     0.0099     0.0159
   14    0.260   2115.94     0.0121     0.0007     0.0047     0.0026     0.0137     6.0497     4.1600     0.0095     0.1120
   15    0.280   2117.05     0.0120     0.0009     0.0053     0.0028     0.0138     7.8548     4.4800     0.0094     0.1499
   16    0.300   2118.17     0.0139     0.0009     0.0051     0.0030     0.0160     6.5095     4.8000     0.0112     0.1920
   17    0.320   2119.26     0.0151     0.0010     0.0053     0.0032     0.0173     6.6047     5.1200     0.0122     0.1673
   18    0.340   2120.25     0.0150     0.0010     0.0046     0.0034     0.0176     6.7152     5.4400     0.0121     0.2204
   19    0.360   2121.25     0.0201     0.0009     0.0046     0.0036     0.0219     4.7434     5.7600     0.0162     0.0358
   20    0.380   2122.23     0.0193     0.0008     0.0070     0.0038     0.0217     4.6370     6.0800     0.0156     0.1179
   21    0.400   2123.26     0.0249     0.0009     0.0101     0.0040     0.0289     3.5717     6.4000     0.0225     0.2396
   22    0.420   2124.29     0.0290     0.0008     0.0080     0.0042     0.0324     2.7297     6.7200     0.0257     0.1573
   23    0.440   2125.31     0.0321     0.0011     0.0069     0.0044     0.0355     3.6209     7.0400     0.0284     0.1285
   24    0.460   2126.30     0.0383     0.0016     0.0041     0.0046     0.0404     4.2109     7.3600     0.0331     0.0174
   25    0.480   2127.33     0.0396     0.0017     0.0033     0.0048     0.0408     4.3019     7.6800     0.0331    -0.0577
   26    0.500   2128.30     0.0419     0.0019     0.0039     0.0050     0.0436     4.4941     8.0000     0.0356    -0.0228
   27    0.520   2129.30     0.0423     0.0019     0.0015     0.0052     0.0434     4.2411     8.3200     0.0351    -0.0774
   28    0.540   2130.31     0.0393     0.0019     0.0000     0.0054     0.0393     4.6789     8.6400     0.0307    -0.1770
   29    0.560   2131.27     0.0355     0.0022     0.0017     0.0056     0.0359     6.0915     8.9600     0.0269    -0.1750
   30    0.580   2132.29     0.0345     0.0024     0.0032     0.0058     0.0356     6.9213     9.2800     0.0263    -0.1196
   31    0.600   2133.28     0.0288     0.0024     0.0069     0.0060     0.0311     6.9854     9.6000     0.0215    -0.0227
   32    0.620   2134.32     0.0297     0.0023     0.0085     0.0062     0.0328     7.1242     9.9200     0.0229     0.0591
   33    0.640   2135.30     0.0285     0.0023     0.0103     0.0064     0.0326     7.2699    10.2400     0.0223     0.1419
   34    0.660   2136.32     0.0317     0.0021     0.0129     0.0066     0.0369     6.0259    10.5600     0.0263     0.2209
   35    0.680   2137.33     0.0339     0.0021     0.0126     0.0068     0.0386     6.3888    10.8800     0.0277     0.1582
   36    0.700   2145.67     0.0347     0.0017     0.0130     0.0070     0.0403     4.8469    11.2000     0.0291     0.2141
   37    0.720   2162.75     0.0348     0.0018     0.0122     0.0072     0.0400     5.1441    11.5200     0.0285     0.1827
   38    0.740   2179.84     0.0348     0.0017     0.0113     0.0074     0.0397     4.8795    11.8400     0.0278     0.1513
   39    0.760   2187.03     0.0366     0.0016     0.0140     0.0076     0.0420     4.4525    12.1600     0.0298     0.1729
   40    0.780   2188.07     0.0359     0.0018     0.0153     0.0078     0.0422     5.1107    12.4800     0.0297     0.2367
   41    0.800   2189.07     0.0389     0.0019     0.0165     0.0080     0.0458     4.7817    12.8000     0.0330     0.2514
   42    0.820   2190.09     0.0372     0.0024     0.0153     0.0082     0.0439     6.4035    13.1200     0.0308     0.2496
   43    0.840   2191.09     0.0422     0.0019     0.0128     0.0084     0.0474     4.4885    13.4400     0.0339     0.1166
   44    0.860   2192.10     0.0417     0.0019     0.0144     0.0086     0.0476     4.7236    13.7600     0.0338     0.1558
   45    0.880   2193.11     0.0410     0.0020     0.0138     0.0088     0.0471     4.8261    14.0800     0.0330     0.1712
   46    0.900   2194.14     0.0438     0.0022     0.0128     0.0090     0.0491     4.9120    14.4000     0.0347     0.0997
   47    0.920   2195.12     0.0426     0.0021     0.0152     0.0092     0.0487     4.7206    14.7200     0.0340     0.1627
   48    0.940   2196.12     0.0435     0.0021     0.0144     0.0094     0.0496     4.9134    15.0400     0.0346     0.1465
   49    0.960   2197.09     0.0468     0.0019     0.0143     0.0096     0.0526     4.0485    15.3600     0.0373     0.1125
   50    0.980   2198.08     0.0445     0.0021     0.0174     0.0098     0.0511     4.7971    15.6800     0.0354     0.1654
   51    1.000   2199.13     0.0443     0.0022     0.0213     0.0100     0.0528     5.0160    16.0000     0.0368     0.2772
   52    1.020   2200.11     0.0441     0.0021     0.0234     0.0102     0.0536     4.7521    16.3200     0.0373     0.3343
   53    1.040   2201.11     0.0434     0.0019     0.0244     0.0104     0.0535     4.3556    16.6400     0.0369     0.3726
   54    1.060   2202.08     0.0437     0.0019     0.0246     0.0106     0.0541     4.3408    16.9600     0.0371     0.3804
   55    1.080   2203.05     0.0436     0.0017     0.0243     0.0108     0.0540     3.9519    17.2800     0.0367     0.3828
   56    1.100   2204.06     0.0431     0.0017     0.0240     0.0110     0.0533     3.8622    17.6000     0.0357     0.3695
   57    1.120   2205.10     0.0424     0.0017     0.0242     0.0112     0.0526     3.9899    17.9200     0.0346     0.3746
   58    1.140   2206.11     0.0445     0.0018     0.0250     0.0114     0.0549     3.9506    18.2400     0.0366     0.3626
   59    1.160   2207.13     0.0425     0.0020     0.0257     0.0116     0.0531     4.6800    18.5600     0.0345     0.3946
   60    1.180   2208.13     0.0443     0.0020     0.0259     0.0118     0.0552     4.5936    18.8800     0.0363     0.3922
   61    1.200   2209.13     0.0468     0.0017     0.0260     0.0120     0.0578     3.6293    19.2000     0.0386     0.3667
   62    1.220   2210.15     0.0460     0.0017     0.0263     0.0122     0.0571     3.6274    19.5200     0.0376     0.3753
   63    1.240   2211.16     0.0457     0.0018     0.0251     0.0124     0.0564     3.8678    19.8400     0.0366     0.3626
   64    1.260   2212.18     0.0441     0.0018     0.0244     0.0126     0.0545     4.1376    20.1600     0.0343     0.3544
   65    1.280   2213.19     0.0437     0.0018     0.0237     0.0128     0.0536     3.9179    20.4800     0.0332     0.3289
   66    1.300   2214.19     0.0436     0.0019     0.0248     0.0130     0.0539     4.3893    20.8000     0.0331     0.3489
   67    1.320   2215.23     0.0448     0.0020     0.0245     0.0132     0.0551     4.5475    21.1200     0.0340     0.3328
   68    1.340   2216.21     0.0433     0.0021     0.0251     0.0134     0.0537     4.8321    21.4400     0.0322     0.3528
   69    1.360   2217.22     0.0445     0.0021     0.0274     0.0136     0.0556     4.8494    21.7600     0.0338     0.3802
   70    1.380   2218.25     0.0553     0.0022     0.0296     0.0138     0.0675     4.1307    22.0800     0.0455     0.3373
   71    1.400   2219.25     0.0555     0.0020     0.0324     0.0140     0.0687     3.5751    22.4000     0.0463     0.3773
   72    1.420   2220.26     0.0551     0.0021     0.0322     0.0142     0.0685     3.7973    22.7200     0.0458     0.3864
   73    1.440   2221.23     0.0560     0.0023     0.0311     0.0144     0.0692     4.1523    23.0400     0.0462     0.3710
   74    1.460   2222.22     0.0587     0.0022     0.0318     0.0146     0.0719     3.7140    23.3600     0.0486     0.3465
   75    1.480   2223.24     0.0542     0.0021     0.0333     0.0148     0.0680     3.9241    23.6800     0.0443     0.4059
