index,depth,fr,delta_ord,orc,tf_sand,tf_clay,tf_adop_tension,tf_adop_compression,iz1,lc,qs_tension,qs_compression,qb1_clay,qb1_sand,qp_clay,qp_sand,Q_b_sand,Q_b_clay,ifr_value,diameter,are_value,area_value,dstar_value,depth,h,fr_percent,qt,gtot,u0_kpa,sig_v0,sig_v0_prime,qtn,n,bq,kc,qtc,,tipdepth,tension_capacity,compression_capacity,Q_shaft,Q_b
189,19,3.139250924,0,0,0,19.86697129,19.86697129,19.86697129,3.867365222,3.341104301,1918.454817,1920.335349,0.255702567,0.677798336,1.035065444,4.463331763,6521.184204,2460.146997,0.994097002,3.36,0.083840203,9.621127502,0.98,19,54,3.139250924,0.77326,15.96856254,186.39,303.4026883,117.0126883,4.015438998,1,-0.396694902,1,0.77326,,18.9,3665.215772,5858.787931,1920.335349,3938.452582
190,19.1,3.519969239,0,0,0,18.20532261,18.20532261,18.20532261,3.39535124,3.419746512,1938.472615,1940.353147,0.377593687,0.680808831,1.528471855,4.483156004,6550.14856,3632.877002,0.994097002,3.36,0.083840203,9.621127502,0.98,19.1,53.9,3.519969239,0.708257222,15.8943439,187.371,303.5819685,116.2109685,3.482246631,1,-0.46301571,1,0.708257222,,19,3704.637366,6170.015544,1940.353147,4229.662397
191,19.2,2.922897818,0,0,0,19.46173279,19.46173279,19.46173279,3.713128666,3.334897669,1959.871907,1961.75244,0.386315173,0.692490629,1.563775796,4.560081158,6662.540628,3716.787531,0.994097002,3.36,0.083840203,9.621127502,0.98,19.2,53.8,2.922897818,0.756785,15.83531046,188.352,304.0379608,115.6859608,3.913586713,1,-0.41602039,1,0.756785,,19.1,3739.035312,7377.143209,1961.75244,5415.390769
192,19.3,3.011782397,0,0,0,21.43693632,21.43693632,21.43693632,4.151375489,3.30389381,1983.44305,1985.323582,0.549724549,0.720460614,2.2252451,4.74426474,6931.643419,5288.969971,0.994097002,3.36,0.083840203,9.621127502,0.98,19.3,53.7,3.011782397,0.833204737,16.07104735,189.333,310.1712139,120.8382139,4.32837847,1,-0.361990182,1,0.833204737,,19.2,3777.174044,7499.192183,1985.323582,5513.868601
193,19.4,3.200873566,0,0,0,19.72845691,19.72845691,19.72845691,3.696556894,3.36282732,2005.135621,2007.016154,0.564559282,0.732802369,2.285295022,4.825535735,7050.385018,5431.696828,0.994097002,3.36,0.083840203,9.621127502,0.98,19.4,53.6,3.200873566,0.766442813,15.95547905,190.314,309.5362936,119.2222936,3.832391625,1,-0.416527215,1,0.766442813,,19.3,3821.218182,9115.418488,2007.016154,7108.402334
194,19.5,3.804235351,0,0,0,19.82094856,19.82094856,19.82094856,3.620137272,3.41702923,2026.929893,2028.810425,0.672604108,0.747589657,2.722652641,4.922910674,7192.655401,6471.209874,0.994097002,3.36,0.083840203,9.621127502,0.98,19.5,53.5,3.804235351,0.769676667,16.14976231,191.295,314.920365,123.625365,3.678503208,1,-0.420653874,1,0.769676667,,19.4,3860.165128,9297.092011,2028.810425,7268.281586
195,19.6,4.006162436,0,0,0,15.92519005,15.92519005,15.92519005,2.652448933,3.543886301,2044.440554,2046.321086,0.893124061,0.766598349,3.615301411,5.048083743,7375.54045,8592.860456,0.994097002,3.36,0.083840203,9.621127502,0.98,19.6,53.4,4.006162436,0.618109444,15.68759675,192.276,307.4768963,115.2008963,2.696442108,1,-0.618982143,1,0.618109444,,19.5,3899.375876,10375.81553,2046.321086,8329.494444
196,19.7,5.070061571,0,0,0,15.5984,15.5984,15.5984,2.434485581,3.633638908,2061.59189,2063.472422,0.920373404,0.779784619,3.725604775,5.134915914,7502.407235,8855.029859,0.994097002,3.36,0.083840203,9.621127502,0.98,19.7,53.3,5.070061571,0.605142,15.88009429,193.257,312.8378575,119.5808575,2.444405807,1,-0.661150398,1,0.605142,,19.6,3926.699497,12524.78945,2063.472422,10461.31703
197,19.8,2.136346088,0,0,0,28.85528043,28.85528043,28.85528043,5.621515546,3.092236189,2093.319928,2095.20046,1.126726395,0.801103377,4.560906714,5.27530087,7707.517723,10840.37829,0.994097002,3.36,0.083840203,9.621127502,0.98,19.8,53.2,2.136346088,1.118919,16.27432348,194.238,322.2316049,127.9936049,6.224431257,1,-0.243807046,1,1.118919,,19.7,3952.646332,12812.90542,2095.20046,10717.70496
198,19.9,3.600880372,0,0,0,21.76913193,21.76913193,21.76913193,3.963361235,3.369770675,2117.256339,2119.136871,1.162482759,0.814974322,4.705645882,5.366641648,7840.971854,11184.39483,0.994097002,3.36,0.083840203,9.621127502,0.98,19.9,53.1,3.600880372,0.843743,16.27488109,195.219,323.8701337,128.6511337,4.040950526,1,-0.375512962,1,0.843743,,19.8,4018.411271,14864.01852,2119.136871,12744.88165
199,20,2.440033183,0,0,0,25.91444475,25.91444475,25.91444475,4.922585201,3.180444269,2145.750759,2147.631291,1.25213121,0.821283287,5.068536311,5.408186458,7901.67121,12046.91401,0.994097002,3.36,0.083840203,9.621127502,0.98,20,53,2.440033183,1.003936667,16.20367087,196.2,324.0734174,127.8734174,5.316689453,1,-0.288587448,1,1.003936667,,19.9,4060.770836,15250.39436,2147.631291,13102.76307
200,20.1,1.82937043,0,0,0,37.9849092,37.9849092,37.9849092,7.460073331,2.946424656,2187.517348,2189.39788,1.302613672,0.841163482,5.272885656,5.539098415,8092.941101,12532.61221,0.994097002,3.36,0.083840203,9.621127502,0.98,20.1,52.9,1.82937043,1.470857,16.60964269,197.181,333.8538181,136.6728181,8.386693117,0.973502479,-0.173421678,1,1.470857,,20,4114.989759,16167.13219,2189.39788,13977.73431
201,20.2,1.040896039,0,0,0,70.78272712,70.78272712,70.78272712,14.72489292,2.54723275,2265.347022,2267.227554,1.322603817,0.855793252,5.35380431,5.635436095,8233.695983,12724.93994,0.994097002,3.36,0.083840203,9.621127502,0.98,20.2,52.8,1.040896039,2.7395625,17.05498196,198.162,344.5106356,146.3486356,17.51939011,0.821016126,-0.082738083,1,2.7395625,,20.1,4205.008086,16742.84846,2267.227554,14475.62091
202,20.3,0.515769039,1.632355108,19.30812403,11.60102544,96.91053577,8.700769082,11.60102544,20.85242691,2.246455044,2274.914017,2279.983548,1.348655189,0.864861739,5.459258375,5.695152477,8320.945053,12975.58351,0.994097002,3.36,0.083840203,9.621127502,0.98,20.3,52.7,0.515769039,3.7490315,16.77483328,199.143,340.5291156,141.3861156,26.68133677,0.706157256,-0.058425366,1.410376291,5.28754514,,20.2,4392.60892,17122.77676,2279.983548,14842.79321
203,20.4,0.353658892,1.845600606,22.56463359,13.52326974,159.6873332,10.14245231,13.52326974,38.42124531,1.966193071,2286.066226,2294.853159,1.388328534,0.880005408,5.619853198,5.7948742,8466.644223,13357.28582,0.994097002,3.36,0.083840203,9.621127502,0.98,20.4,52.6,0.353658892,6.17465,17.14844455,200.124,349.8282688,149.7042688,45.73520056,0.59929639,-0.034357103,1,6.17465,,20.3,4396.013794,12731.13478,2294.853159,10436.28162
204,20.5,0.167582068,2.486882255,35.49780074,21.04351438,251.1421822,15.78263578,21.04351438,68.30020027,1.640368076,2303.42014,2317.991712,1.431717565,0.882069815,5.795488847,5.808468415,8486.506146,13774.73722,0.994097002,3.36,0.083840203,9.621127502,0.98,20.5,52.5,0.167582068,9.706327273,17.00647164,201.105,348.6326686,147.5276686,77.79070459,0.475064028,-0.02149087,1,9.706327273,,20.4,4403.633867,12894.89411,2317.991712,10576.9024
205,20.6,0.18893939,2.670032189,38.68909687,22.9129575,273.6419055,17.18471812,22.9129575,74.21534291,1.626283745,2322.315725,2343.185824,1.486738073,0.90022329,6.018207871,5.928009841,8661.163043,14304.09655,0.994097002,3.36,0.083840203,9.621127502,0.98,20.6,52.4,0.18893939,10.57087333,17.27948203,202.086,355.9573298,153.8713298,83.42627918,0.469708577,-0.019783423,1,10.57087333,,20.5,4428.828077,12956.29874,2343.185824,10613.11292
206,20.7,0.277443473,2.751966654,39.23440074,23.26044754,277.4192529,17.44533565,23.26044754,72.72256739,1.697196158,2341.497873,2368.762022,1.533158855,0.91497252,6.206115831,6.025134167,8803.067265,14750.71681,0.994097002,3.36,0.083840203,9.621127502,0.98,20.7,52.3,0.277443473,10.71167682,17.74044989,203.067,367.2273127,164.1603127,80.86009001,0.496770458,-0.019630527,1,10.71167682,,20.6,4458.278119,13178.20452,2368.762022,10809.4425
207,20.8,0.249449734,3.125701647,46.91790421,27.72415764,331.652672,20.79311823,27.72415764,89.31402059,1.603237405,2364.361101,2399.246326,1.586056868,0.926871076,6.420243152,6.103486681,8917.54479,15259.65533,0.994097002,3.36,0.083840203,9.621127502,0.98,20.8,52.2,0.249449734,12.799605,17.89671183,204.048,372.2516061,168.2036061,97.77679464,0.460958176,-0.016419264,1,12.799605,,20.7,4488.587918,13368.46153,2399.246326,10969.2152
208,20.9,0.191967254,3.435593604,54.19327716,31.9263944,382.9705634,23.9447958,31.9263944,106.8648145,1.49278224,2390.689779,2434.35123,1.635939541,0.942157691,6.622164593,6.204149713,9064.619261,15739.58289,0.994097002,3.36,0.083840203,9.621127502,0.98,20.9,52.1,0.191967254,14.77305333,17.82053271,205.029,372.4491336,167.4201336,116.0367882,0.418846017,-0.014237528,1,14.77305333,,20.8,4529.294707,13545.18106,2434.35123,11110.82983
209,21,0.216916003,3.391975063,52.77049684,31.11400944,372.8086716,23.33550708,31.11400944,102.32499,1.528769654,2416.348509,2468.56287,1.702433466,0.959776834,6.891327176,6.32017254,9234.135282,16379.32942,0.994097002,3.36,0.083840203,9.621127502,0.98,21,52,0.216916003,14.37415364,17.91791221,206.01,376.2761564,170.2661564,111.182133,0.432569696,-0.014717231,1,14.37415364,,20.9,4579.160477,13766.95068,2468.56287,11298.38781
210,21.1,0.235615599,3.459551997,53.8547332,31.752114,380.3586552,23.8140855,31.752114,103.5615711,1.538582958,2442.533464,2503.476143,1.812952541,0.982656701,7.338700377,6.470837467,9454.2654,17442.64753,0.994097002,3.36,0.083840203,9.621127502,0.98,21.1,51.9,0.235615599,14.658198,18.04290299,206.991,380.7052531,173.7142531,112.1898479,0.436317915,-0.014497714,1,14.658198,,21,4626.722209,14008.19484,2503.476143,11504.7187
211,21.2,0.283962487,3.344031922,50.74936162,29.96774002,358.3227384,22.47580502,29.96774002,94.98216158,1.605005178,2467.246902,2536.427394,1.872361765,0.998008165,7.579184605,6.57192753,9601.963792,18014.23125,0.994097002,3.36,0.083840203,9.621127502,0.98,21.2,51.8,0.283962487,13.802325,18.16319716,207.972,385.0597798,177.0877798,103.045754,0.461648954,-0.015500327,1,13.802325,,21.1,4675.007057,14301.25385,2536.427394,11764.82646
212,21.3,0.368039847,2.818138133,39.4788637,23.43253902,278.6650778,17.57440426,23.43253902,69.78662035,1.768032841,2486.570969,2562.192817,1.936422708,1.024673153,7.838498657,6.747517646,9858.511041,18630.56975,0.994097002,3.36,0.083840203,9.621127502,0.98,21.3,51.7,0.368039847,10.728787,18.06564989,208.953,384.7983427,175.8453427,76.95479374,0.523804532,-0.020200428,1,10.728787,,21.2,4717.19484,14514.3583,2562.192817,11952.16548
213,21.4,0.583228791,2.067396367,25.17829649,15.09411384,172.4459147,11.32058538,15.09411384,38.94125159,2.073488626,2499.018602,2578.789662,1.998136438,1.042199626,8.088311359,6.862930243,10027.13547,19224.32541,0.994097002,3.36,0.083840203,9.621127502,0.98,21.4,51.6,0.583228791,6.636067222,17.83238311,209.934,381.6129986,171.6789986,44.24485428,0.640290781,-0.033565519,1.030303581,6.837163821,,21.3,4741.54514,14813.33708,2578.789662,12234.54742
214,21.5,0.517383849,1.856079151,22.09074297,13.26653946,137.7818719,9.949904593,13.26653946,30.01284723,2.131239556,2509.959094,2593.376984,2.017067063,1.050240975,8.164941156,6.915882878,10104.50232,19406.45937,0.994097002,3.36,0.083840203,9.621127502,0.98,21.5,51.5,0.517383849,5.299554091,17.33342963,210.915,372.668737,161.753737,35.82859436,0.662260963,-0.042808993,1.1310548,5.99408609,,21.4,4748.146452,15000.12676,2593.376984,12406.74978
215,21.6,0.464537551,1.751296414,20.58577926,12.37473992,126.1695722,9.281054942,12.37473992,26.95705966,2.140999741,2520.164147,2606.983721,2.087152793,1.046260181,8.448643105,6.88966917,10066.20259,20080.76311,0.994097002,3.36,0.083840203,9.621127502,0.98,21.6,51.4,0.464537551,4.8505485,17.06814158,211.896,368.6718581,156.7758581,33.21940067,0.66595317,-0.04727841,1.1506718,5.581389372,,21.5,4752.0522,15091.54396,2606.983721,12484.56024
216,21.7,0.480348687,1.844562043,21.85144837,13.12758977,143.4744133,9.845692327,13.12758977,31.29107483,2.100281337,2530.990051,2621.41826,2.137523195,1.064550418,8.652538841,7.010111182,10242.17529,20565.38317,0.994097002,3.36,0.083840203,9.621127502,0.98,21.7,51.3,0.480348687,5.513142778,17.31203175,212.877,375.671089,162.794089,37.4163182,0.650447364,-0.041436141,1.073785899,5.919934975,,21.6,4755.243388,15065.88506,2621.41826,12444.4668
217,21.8,0.502347506,1.895614324,22.57542773,13.5569573,148.17676,10.16771797,13.5569573,32.28927841,2.100314258,2542.170041,2636.324913,2.206082555,1.084515623,8.930062157,7.141582936,10434.26307,21225.00152,0.994097002,3.36,0.083840203,9.621127502,0.98,21.8,51.2,0.502347506,5.691058182,17.41430083,213.858,379.6317581,165.7737581,38.22874982,0.650470906,-0.04026376,1.073842797,6.111301834,,21.7,4761.362472,15257.99771,2636.324913,12621.6728
218,21.9,0.981154379,2.461797002,31.85091537,19.00924265,143.9160442,14.25693199,19.00924265,30.14509763,2.295042071,2557.846356,2657.226667,2.230393163,1.103099718,9.028469734,7.263960015,10613.06302,21458.89698,0.994097002,3.36,0.083840203,9.621127502,0.98,21.9,51.1,0.981154379,5.524715,18.13157828,214.839,397.0815643,182.2425643,33.18337445,0.724901606,-0.041898276,1.559445354,8.61549114,,21.8,4769.534745,15468.60127,2657.226667,12811.3746
219,22,1.018846733,2.686914509,35.17604297,20.97607844,193.8480089,15.73205883,20.97607844,41.58540416,2.197220827,2575.144658,2680.29107,2.205078096,1.120845079,8.925996179,7.380813996,10783.7934,21215.33749,0.994097002,3.36,0.083840203,9.621127502,0.98,22,51,1.018846733,7.437882778,18.65132737,215.82,410.3292021,194.5092021,44.46751,0.687650558,-0.030710545,1.278249072,9.507466755,,21.9,4791.303613,15683.72001,2680.29107,13003.42894
220,22.1,0.756230543,2.262693998,28.23897501,16.89792463,158.8832073,12.67344347,16.89792463,33.83428263,2.186340759,2589.079837,2698.871308,2.168355767,1.141678353,8.777346854,7.518002021,10984.23299,20862.02728,0.994097002,3.36,0.083840203,9.621127502,0.98,22.1,50.9,0.756230543,6.093304545,17.99053219,216.801,397.5907614,180.7897614,37.99706583,0.683373944,-0.038063886,1.251621225,7.626509297,,22,4818.464,15897.66257,2698.871308,13198.79126
221,22.2,1.102037934,2.776034264,36.7696022,21.9082826,186.6771927,16.43121195,21.9082826,39.28981015,2.238118834,2607.146899,2722.960723,2.15128945,1.161894951,8.708263641,7.651129207,11178.73945,20697.83007,0.994097002,3.36,0.083840203,9.621127502,0.98,22.2,50.8,1.102037934,7.155708333,18.67846369,217.782,414.6618939,196.8798939,41.855054,0.703274295,-0.032306854,1.38666498,9.922570156,,22.1,4836.953921,16129.48449,2722.960723,13406.52377
222,22.3,0.710012891,2.445298182,30.84294493,18.44168668,216.798598,13.83126501,18.44168668,47.83664924,2.053291707,2622.355169,2743.238417,2.135010052,1.190030575,8.642365819,7.83640352,11449.43588,20541.2039,0.994097002,3.36,0.083840203,9.621127502,0.98,22.3,50.7,0.710012891,8.306229,18.41245308,218.763,410.5977037,191.8347037,52.27768933,0.632659147,-0.027706841,1.001255429,8.316656879,,22.2,4867.751775,16371.53715,2743.238417,13628.29873
223,22.4,0.61612007,2.819214043,37.74807647,22.47427895,265.5900035,16.85570921,22.47427895,60.53318206,1.937057709,2640.888989,2767.950177,2.080919872,1.211173988,8.423412694,7.975633824,11652.85935,20020.79539,0.994097002,3.36,0.083840203,9.621127502,0.98,22.4,50.6,0.61612007,10.17055833,18.56991838,219.744,415.9661717,196.2221717,65.59810312,0.588327047,-0.022527236,1,10.17055833,,22.3,4890.986813,16679.46891,2767.950177,13911.51873
224,22.5,0.794351562,2.882787644,38.30593944,22.8185548,269.4350836,17.1139161,22.8185548,59.79270231,2.007145031,2659.706723,2793.040488,2.038220251,1.234449073,8.250567726,8.12890128,11876.79191,19609.97689,0.994097002,3.36,0.083840203,9.621127502,0.98,22.5,50.5,0.794351562,10.31270111,18.88141239,220.725,424.8317788,204.1067788,63.7391445,0.615119432,-0.022322807,1,10.31270111,,22.4,4924.179599,16933.19479,2793.040488,14140.1543
225,22.6,1.240773477,3.167919712,43.21982845,25.69881248,243.380273,19.27410936,25.69881248,50.83814047,2.185121652,2680.899713,2821.297809,2.041786431,1.263617809,8.265003365,8.320978682,12157.42804,19644.28756,0.994097002,3.36,0.083840203,9.621127502,0.98,22.6,50.4,1.240773477,9.310831111,19.23218582,221.706,434.6473995,212.9413995,52.95053844,0.683151736,-0.024977626,1.248695556,11.62639343,,22.5,4958.693273,17208.99618,2821.297809,14387.69837
226,22.7,1.356630649,3.093019882,42.48402542,25.2496831,180.6449859,18.93726232,25.2496831,36.35005032,2.322879759,2701.72232,2849.061285,1.992931433,1.286134153,8.067241878,8.469249795,12374.06066,19174.2474,0.994097002,3.36,0.083840203,9.621127502,0.98,22.7,50.3,1.356630649,6.90738,18.85870073,222.687,428.0925066,205.4055066,38.14616127,0.735695503,-0.034369057,1.653214734,11.41938239,,22.6,5000.371029,17550.87193,2849.061285,14701.81065
227,22.8,4.420453149,0,0,0,82.41002249,82.41002249,82.41002249,13.10311119,3.001828836,2792.336873,2939.675838,2.02849676,1.312201065,8.21120774,8.640901558,12624.85374,19516.42594,0.994097002,3.36,0.083840203,9.621127502,0.98,22.8,50.2,4.420453149,3.149571,18.91656349,223.668,431.2976476,207.6296476,13.12774272,0.995907013,-0.082283115,1,3.149571,,22.7,5041.505866,17827.85101,2939.675838,14888.17517
228,22.9,1.540085763,3.423318648,48.3205059,28.6660788,209.0480135,21.4995591,28.6660788,41.55004209,2.314364641,2815.976873,2971.195838,2.042394,1.335627409,8.267462759,8.79516506,12850.24158,19650.13306,0.994097002,3.36,0.083840203,9.621127502,0.98,22.9,50.1,1.540085763,7.985478,19.23334678,224.649,440.4436413,215.7946413,42.93932342,0.732542971,-0.029774417,1.623885513,12.96750203,,22.8,5267.761808,25196.42593,2971.195838,22225.23009
229,23,0.582522527,2.776985338,36.8363883,21.945809,258.7121731,16.45935675,21.945809,57.71592687,1.939426106,2834.074881,2995.326515,2.053770009,1.358135123,8.313512017,8.943379342,13066.79117,19759.58309,0.994097002,3.36,0.083840203,9.621127502,0.98,23,50,0.582522527,9.877676667,18.45814086,225.63,424.5372398,198.9072398,63.02477619,0.589212608,-0.023868261,1,9.877676667,,22.9,5317.620536,18601.91256,2995.326515,15606.58605
230,23.1,1.063444128,3.087777692,41.39859816,24.64545222,266.5748768,18.48408917,24.64545222,55.92020751,2.109679394,2854.399198,3022.425605,2.042203955,1.38266745,8.26669347,9.104925791,13302.81981,19648.30461,0.994097002,3.36,0.083840203,9.621127502,0.98,23.1,49.9,1.063444128,10.17278333,19.19435346,226.611,443.3895649,216.7785649,58.62786772,0.654319571,-0.023291379,1.090374838,11.09214697,,23,5352.357167,18869.83032,3022.425605,15847.40472
231,23.2,1.097517378,3.145505258,42.38750861,25.22528968,269.4399714,18.91896726,25.22528968,56.14150187,2.117236295,2875.201689,3050.16226,2.066498139,1.407441975,8.365034566,9.268067122,13541.17868,19882.04205,0.994097002,3.36,0.083840203,9.621127502,0.98,23.2,49.8,1.097517378,10.27696318,19.24621067,227.592,446.5120875,218.9200875,58.72303206,0.657215787,-0.023151735,1.104217408,11.34800164,,23.1,5393.630665,19165.81092,3050.16226,16115.64866
232,23.3,1.484237581,3.292038997,46.04306935,27.33165003,179.3433772,20.49873752,27.33165003,34.75368579,2.363631367,2897.741228,3080.214978,2.133854577,1.408382636,8.63768854,9.27426142,13550.2289,20530.08693,0.994097002,3.36,0.083840203,9.621127502,0.98,23.3,49.7,1.484237581,6.837067727,18.94313974,228.573,441.3751559,212.8021559,36.25595089,0.75128567,-0.035738585,1.801468625,12.31676299,,23.2,5436.571699,19466.22033,3080.214978,16386.00535
233,23.4,1.969758313,3.933091623,58.28193192,34.46712304,206.0318917,25.85034228,34.46712304,38.66467417,2.409593099,2926.165164,3118.11356,2.161319898,1.433630602,8.748866166,9.440520383,13793.1428,20794.33429,0.994097002,3.36,0.083840203,9.621127502,0.98,23.4,49.6,1.969758313,7.850554091,19.48782685,229.554,456.0151483,226.4611483,39.42595346,0.76903985,-0.03104372,1.984339884,15.5781676,,23.3,5484.719589,19544.14543,3118.11356,16426.03187
234,23.5,1.555232747,3.44418034,48.69418782,28.88465596,192.6114464,21.66349197,28.88465596,36.99211829,2.356045678,2949.985418,3149.873898,2.189889238,1.440627579,8.864512782,9.486595781,13860.4616,21069.20355,0.994097002,3.36,0.083840203,9.621127502,0.98,23.5,49.5,1.555232747,7.335485,19.10876296,230.535,449.0559296,218.5209296,38.352249,0.74843102,-0.033476712,1.772883241,13.00495842,,23.4,5549.598197,19878.12979,3149.873898,16728.25589
235,23.6,2.043442005,4.21553731,63.38672304,37.45165223,248.6936047,28.08873918,37.45165223,46.49331799,2.35976588,2980.870599,3191.05414,2.235546227,1.440950483,9.049328962,9.488722122,13863.5683,21508.47526,0.994097002,3.36,0.083840203,9.621127502,0.98,23.6,49.4,2.043442005,9.466551364,19.82710822,231.516,467.919754,236.403754,47.17998064,0.750092521,-0.025727912,1.786845678,16.91526639,,23.5,5601.874854,20019.61001,3191.05414,16828.55587
236,23.7,1.244448856,3.351852343,46.01756912,27.35065949,266.2651317,20.51299462,27.35065949,53.48765066,2.169060279,3003.425815,3221.127761,2.252253371,1.466922863,9.11695827,9.659751381,14113.45188,21669.21682,0.994097002,3.36,0.083840203,9.621127502,0.98,23.7,49.3,1.244448856,10.13028045,19.36570997,232.497,458.9673263,226.4703263,55.58920714,0.677034191,-0.024039859,1.211241477,12.27021586,,23.6,5674.112073,20123.39094,3221.127761,16902.26318
237,23.8,0.844816139,2.828074864,36.70007459,21.8985948,250.7326887,16.4239461,21.8985948,52.08034334,2.070311931,3021.484887,3245.206524,2.196370225,1.45059464,8.890747349,9.552229315,13956.35597,21131.55795,0.994097002,3.36,0.083840203,9.621127502,0.98,23.8,49.2,0.844816139,9.534494545,18.82619526,233.478,448.0634472,214.5854472,55.75758917,0.639211254,-0.025695237,1.025522222,9.777836028,,23.7,5723.319436,20443.14576,3245.206524,17197.93924
238,23.9,0.880155944,2.954869268,38.78524243,23.12402188,270.3537698,17.34301641,23.12402188,56.16783097,2.055899235,3040.55453,3270.632714,2.185078636,1.476042855,8.845039814,9.71980693,14201.19649,21022.92013,0.994097002,3.36,0.083840203,9.621127502,0.98,23.9,49.1,0.880155944,10.27538833,18.99148392,234.459,453.8964657,219.4374657,59.66756974,0.633737686,-0.023872035,1.004825448,10.32497168,,23.8,5759.043024,20338.25774,3270.632714,17067.62503
239,24,0.640539517,3.463615471,49.069229,29.10319584,343.5840282,21.82739688,29.10319584,75.75424564,1.870299528,3064.555006,3302.633349,2.193725299,1.475074141,8.880040881,9.713427904,14191.87637,21106.11078,0.994097002,3.36,0.083840203,9.621127502,0.98,24,49,0.640539517,13.05201091,19.00396328,235.44,456.0951187,220.6551187,80.64893751,0.56290439,-0.018691773,1,13.05201091,,23.9,5793.041453,20634.40397,3302.633349,17331.77062
240,24.1,0.948525157,3.493397524,48.53067215,28.8213346,339.7089243,21.61600095,28.8213346,71.09056768,1.99757545,3088.32304,3334.324061,2.210992569,1.474482849,8.949937537,9.709534219,14186.18747,21272.24139,0.994097002,3.36,0.083840203,9.621127502,0.98,24.1,48.9,0.948525157,12.898215,19.43534444,236.421,468.391801,231.970801,74.27085463,0.611550509,-0.019020464,1,12.898215,,24,5841.26892,20695.07367,3334.324061,17360.74961
241,24.2,1.495826639,3.707102309,52.60965977,31.19948619,265.4305118,23.39961464,31.19948619,50.95115917,2.23823284,3114.05226,3368.629688,2.229013762,1.498353314,9.02288602,9.866722276,14415.84826,21445.62558,0.994097002,3.36,0.083840203,9.621127502,0.98,24.2,48.8,1.495826639,10.07282389,19.56709637,237.402,473.5237322,236.1217322,52.42924716,0.703514625,-0.024731178,1.386985571,13.97086139,,24.1,5888.983969,20758.44339,3368.629688,17389.8137
242,24.3,2.306532766,0,0,0,173.7150445,173.7150445,173.7150445,30.17756964,2.537746918,3305.061928,3559.639356,2.187992101,1.512019363,8.856833312,9.956713811,14547.33106,21050.95095,0.994097002,3.36,0.083840203,9.621127502,0.98,24.3,48.7,2.306532766,6.588933333,19.38454633,238.383,471.0444758,232.6614758,30.65266525,0.818034842,-0.038964912,1,6.588933333,,24.2,5942.202349,21064.2836,3559.639356,17504.64424
243,24.4,3.291919596,0,0,0,117.6184797,117.6184797,117.6184797,18.59183393,2.801689721,3434.390201,3688.967629,2.195679945,1.538677045,8.887953145,10.13225581,14803.80802,21124.91668,0.994097002,3.36,0.083840203,9.621127502,0.98,24.4,48.6,3.291919596,4.458924,19.15294985,239.364,467.3319763,227.9679763,18.7114126,0.919089744,-0.05996705,1,4.458924,,24.3,6431.960156,28188.37804,3688.967629,24499.41041
244,24.5,2.292058584,4.337644228,66.32182183,39.1453442,193.9111257,29.35900815,39.1453442,33.6436896,2.499725537,3466.672117,3732.010183,2.164477158,1.545909138,8.761646527,10.17987947,14873.38891,20824.71069,0.994097002,3.36,0.083840203,9.621127502,0.98,24.5,48.5,2.292058584,7.347398636,19.55181791,240.345,479.0195388,238.6745388,34.12851068,0.803541459,-0.034992972,2.391163659,17.56883261,,24.4,6757.665532,28587.07479,3732.010183,24855.06461
245,24.6,0.913857358,3.182196538,42.53739314,25.32865268,297.2980059,18.99648951,25.32865268,60.49338825,2.041218868,3487.559848,3759.860491,2.160513526,1.535365102,8.745602034,10.11044652,14771.94339,20786.57608,0.994097002,3.36,0.083840203,9.621127502,0.98,24.6,48.4,0.913857358,11.258973,19.17607778,241.326,471.7315134,230.4055134,63.83183732,0.628161317,-0.022371428,1,11.258973,,24.5,6828.628514,22434.86526,3759.860491,18675.00477
246,24.7,0.564901834,3.010247108,40.47444804,24.09052111,282.7921341,18.06789083,24.09052111,60.07462904,1.918149352,3507.426532,3786.349403,2.147002546,1.562296615,8.690910564,10.28779172,15031.05491,20656.58522,0.994097002,3.36,0.083840203,9.621127502,0.98,24.7,48.3,0.564901834,10.704085,18.54481859,242.307,458.0570192,215.7500192,65.51607095,0.581097354,-0.023648872,1,10.704085,,24.6,6867.679776,22390.04685,3786.349403,18603.69745
247,24.8,1.016623656,3.222721937,43.15850319,25.69519872,282.1960148,19.27139904,25.69519872,55.9263887,2.097045698,3528.616542,3814.602749,2.200683813,1.541288297,8.908208439,10.14945102,14828.93121,21173.05953,0.994097002,3.36,0.083840203,9.621127502,0.98,24.8,48.2,1.016623656,10.675988,19.2153273,243.288,476.540117,233.252117,58.81747851,0.649482723,-0.023853056,1.068235175,11.40446591,,24.7,6903.646846,22701.5427,3814.602749,18886.93995
248,24.9,1.143600286,3.307772728,44.82453964,26.66530105,258.8706112,19.99897579,26.66530105,49.91687276,2.168098789,3550.606564,3843.922779,2.210015346,1.568639044,8.945981809,10.32955689,15092.07623,21262.8394,0.994097002,3.36,0.083840203,9.621127502,0.98,24.9,48.1,1.143600286,9.788462,19.21248495,244.269,478.3908753,234.1218753,52.33711165,0.676617439,-0.026237071,1.209063669,11.83487378,,24.8,6942.94055,22556.11829,3843.922779,18712.19551
