Reading,Depth,Cone,Friction,Pore 2,Slope x,Slope y
6210,34.098,3.8390,0.1414,0.2946,-5.5960,5.8619
6211,34.108,3.7212,0.1548,0.3264,-5.5686,5.8399
6212,34.118,3.3753,0.1595,0.4086,-5.5723,5.9010
6213,34.127,3.0307,0.1525,0.4108,-5.5620,5.9274
6214,34.138,2.7777,0.1395,0.4260,-5.5543,5.9075
6215,34.147,2.7937,0.1322,0.4357,-5.5049,5.9551
6216,34.157,3.1170,0.1355,0.4781,-5.4771,5.9583
6217,34.167,3.4609,0.1369,0.5128,-5.4520,5.9850
6218,34.176,3.9272,0.1339,0.5490,-5.4508,5.9833
6219,34.186,4.6668,0.1280,0.5277,-5.4437,5.9765
6220,34.196,5.2821,0.1168,0.5150,-5.4052,5.9947
6221,34.206,5.2598,0.1123,0.3877,-5.4346,6.0401
6222,34.216,5.2219,0.0953,0.2697,-5.3984,6.0179
6223,34.226,5.0712,0.0958,0.3309,-5.3911,6.0542
6224,34.236,4.8862,0.1025,0.3680,-5.3970,6.0638
6225,34.245,4.8365,0.1127,0.3930,-5.4382,6.0833
6226,34.254,4.9341,0.1183,0.4459,-5.4128,6.0824
6227,34.265,5.1691,0.1141,0.4848,-5.3896,6.0489
6228,34.274,5.0228,0.1060,0.4347,-5.3908,6.0746
6229,34.284,4.8218,0.0977,0.3834,-5.3825,6.1068
6230,34.295,4.7161,0.0928,0.3864,-5.3626,6.1199
6231,34.304,4.5215,0.0951,0.4032,-5.3608,6.1014
6232,34.314,4.2201,0.1066,0.4348,-5.3246,6.1181
6233,34.324,4.0008,0.1140,0.4880,-5.3033,6.1664
6234,34.334,3.8838,0.1224,0.4832,-5.2842,6.1807
6235,34.344,3.6740,0.1298,0.4725,-5.2712,6.1639
6236,34.353,3.4263,0.1334,0.5004,-5.2674,6.1615
6237,34.363,3.6277,0.1445,0.5024,-5.2413,6.1995
6238,34.373,4.0375,0.1550,0.5562,-5.2344,6.2310
6239,34.382,4.7860,0.1533,0.6209,-5.2149,6.2245
6240,34.392,5.6310,0.1580,0.6886,-5.2158,6.2588
6241,34.401,6.7750,0.1587,0.7028,-5.2104,6.2560
6242,34.411,7.6499,0.1525,0.6622,-5.1802,6.2079
6243,34.421,8.2393,0.1348,0.4055,-5.1515,6.2729
6244,34.430,8.6452,0.1170,0.1975,-5.1429,6.2808
6245,34.441,8.7008,0.1148,0.1455,-5.1543,6.2961
6246,34.451,8.7010,0.1101,0.1646,-5.1652,6.2946
6247,34.460,8.6245,0.1021,0.2020,-5.1302,6.2697
6248,34.470,8.4886,0.0966,0.2375,-5.1298,6.2710
6249,34.480,8.2922,0.0900,0.2610,-5.1066,6.2530
6250,34.489,8.0073,0.0829,0.2731,-5.0777,6.2430
6251,34.500,7.6803,0.0754,0.2805,-5.0767,6.2558
6252,34.510,7.2688,0.0693,0.2766,-5.0643,6.2553
6253,34.519,6.7908,0.0671,0.2745,-5.0582,6.2375
6254,34.529,6.4005,0.0691,0.2847,-5.0407,6.3172
6255,34.540,6.1999,0.0747,0.2714,-5.0287,6.2722
6256,34.549,6.0248,0.0820,0.2503,-5.0575,6.3057
6257,34.559,5.8380,0.0884,0.2326,-5.0467,6.2978
6258,34.568,5.4766,0.0976,0.2680,-5.0519,6.3005
6259,34.579,5.1192,0.1106,0.2934,-5.0018,6.3198
6260,34.588,4.9196,0.1165,0.3232,-5.0006,6.3235
6261,34.598,4.7094,0.1204,0.3628,-4.9977,6.3577
6262,34.608,4.6278,0.1279,0.3417,-4.9669,6.3872
6263,34.617,4.4900,0.1337,0.3891,-4.9442,6.3705
6264,34.627,4.5102,0.1420,0.3816,-4.9510,6.3568
6265,34.638,4.7949,0.1493,0.4654,-4.9669,6.3744
6266,34.647,5.0200,0.1609,0.5728,-4.9322,6.3917
6267,34.657,5.4622,0.1603,0.6123,-4.9187,6.4610
6268,34.666,5.7592,0.1521,0.5328,-4.9117,6.4392
6269,34.677,5.8946,0.1355,0.3747,-4.9122,6.4117
6270,34.687,5.8088,0.1265,0.2583,-4.9288,6.3740
6271,34.696,5.6279,0.1290,0.2672,-4.9235,6.3937
6272,34.707,5.4279,0.1318,0.3063,-4.9284,6.4151
6273,34.716,5.1067,0.1338,0.3462,-4.8960,6.4200
6274,34.726,4.6496,0.1335,0.3603,-4.8913,6.4690
6275,34.736,4.4186,0.1286,0.3800,-4.8688,6.4906
6276,34.746,4.7751,0.1261,0.3670,-4.8622,6.4619
6277,34.755,5.2182,0.1268,0.4099,-4.8635,6.4722
6278,34.765,5.8036,0.1350,0.4192,-4.8662,6.4878
6279,34.775,6.4061,0.1443,0.4539,-4.8649,6.4829
6280,34.785,6.5346,0.1480,0.5163,-4.8604,6.4851
6281,34.794,6.2911,0.1379,0.3784,-4.8370,6.5016
6282,34.805,5.7274,0.1346,0.2722,-4.8157,6.4604
6283,34.815,5.0834,0.1245,0.2511,-4.7878,6.4728
6284,34.824,4.5443,0.1272,0.2887,-4.7853,6.4874
6285,34.835,4.2318,0.1364,0.3094,-4.7854,6.4993
6286,34.844,4.0080,0.1532,0.3463,-4.7902,6.5222
6287,34.854,3.7278,0.1684,0.3676,-4.7567,6.5576
6288,34.864,3.5365,0.1758,0.3945,-4.7703,6.5723
6289,34.873,3.3092,0.1773,0.4385,-4.7528,6.5612
6290,34.884,3.3519,0.1698,0.5320,-4.7240,6.5393
6291,34.893,3.4829,0.1632,0.6173,-4.7031,6.5667
6292,34.903,3.9484,0.1605,0.6395,-4.6893,6.6252
6293,34.913,4.5552,0.1476,0.6625,-4.6973,6.5617
6294,34.922,4.7967,0.1390,0.6904,-4.7049,6.5532
6295,34.932,4.9520,0.1303,0.6338,-4.7126,6.5983
6296,34.942,5.1204,0.1227,0.5560,-4.6918,6.5928
6297,34.952,5.3444,0.1185,0.5178,-4.7128,6.5826
6298,34.962,5.6458,0.1249,0.4817,-4.6800,6.5869
6299,34.971,5.9001,0.1251,0.4664,-4.6533,6.6081
6300,34.982,6.1515,0.1266,0.5477,-4.6928,6.6653
6301,34.991,6.6295,0.1369,0.4985,-4.6557,6.6912
6302,35.001,6.8561,0.1410,0.3976,-4.6501,6.6844
6303,35.011,7.2567,0.1238,0.2359,-4.6243,6.6908
6304,35.020,7.5399,0.1173,0.1850,-4.6096,6.6960
6305,35.031,7.8443,0.1193,0.1584,-4.5801,6.7233
6306,35.040,7.9189,0.1215,0.1514,-4.5319,6.6692
6307,35.050,7.8564,0.1240,0.1991,-4.5391,6.7261
6308,35.059,7.8674,0.1258,0.2408,-4.5042,6.7497
6309,35.069,7.8054,0.1239,0.2065,-4.5100,6.7551
6310,35.078,7.7174,0.1135,0.2135,-4.5175,6.7603
6311,35.088,7.6199,0.1092,0.2041,-4.4738,6.7801
6312,35.097,7.6277,0.1064,0.2206,-4.4596,6.8093
6313,35.107,7.6593,0.1066,0.2688,-4.4296,6.8225
6314,35.116,7.7832,0.1102,0.2730,-4.3918,6.8357
6315,35.127,7.7424,0.1080,0.2841,-4.3741,6.8675
6316,35.137,7.7782,0.1048,0.2912,-4.3852,6.9066
6317,35.146,8.0220,0.1073,0.2014,-4.3676,6.8904
6318,35.156,8.1478,0.1132,0.1869,-4.3464,6.9318
6319,35.166,8.1822,0.1212,0.1483,-4.3229,6.9238
6320,35.176,8.2091,0.1278,0.1483,-4.2809,6.9481
6321,35.185,8.1750,0.1348,0.1925,-4.2965,6.9733
6322,35.196,8.2113,0.1420,0.2839,-4.2989,6.9625
6323,35.205,8.2865,0.1471,0.3275,-4.2950,6.9294
6324,35.215,8.2315,0.1490,0.3301,-4.2703,6.9329
6325,35.225,8.1917,0.1528,0.3786,-4.2710,6.9109
6326,35.234,8.0868,0.1633,0.3615,-4.2368,6.8894
6327,35.244,8.0681,0.1751,0.3374,-4.2434,6.9076
6328,35.253,8.1951,0.1824,0.3686,-4.2469,6.9002
6329,35.264,8.4098,0.1860,0.2651,-4.2583,6.8727
6330,35.273,8.4816,0.1792,0.2159,-4.2625,6.8674
6331,35.283,8.2681,0.1688,0.1704,-4.2597,6.8319
6332,35.293,7.9938,0.1591,0.1654,-4.2381,6.8775
6333,35.303,7.5380,0.1490,0.1497,-4.2208,6.8869
6334,35.313,7.0803,0.1469,0.1698,-4.2342,6.9005
6335,35.323,6.6226,0.1500,0.2012,-4.2220,6.9455
6336,35.332,6.1079,0.1465,0.2539,-4.2258,6.9730
6337,35.343,5.4370,0.1399,0.2725,-4.2083,6.9738
6338,35.352,5.0015,0.1394,0.2765,-4.1764,7.0164
6339,35.363,4.7609,0.1365,0.2590,-4.1621,7.0042
6340,35.372,4.7323,0.1398,0.2706,-4.1288,7.0407
6341,35.382,4.8490,0.1386,0.2957,-4.1263,7.0703
6342,35.392,5.0512,0.1389,0.2965,-4.1028,7.0730
6343,35.402,4.8059,0.1320,0.3483,-4.0481,7.1051
6344,35.411,4.5192,0.1220,0.2595,-4.0370,7.1296
6345,35.422,4.2412,0.1173,0.2714,-3.9987,7.1586
6346,35.431,3.9116,0.1276,0.2824,-3.9889,7.1454
6347,35.441,3.6516,0.1409,0.3071,-3.9635,7.1780
6348,35.452,3.3429,0.1525,0.3279,-3.9276,7.1526
6349,35.461,3.0699,0.1556,0.3437,-3.9222,7.1403
6350,35.471,2.7914,0.1606,0.3927,-3.9088,7.1705
6351,35.480,2.6009,0.1642,0.4595,-3.8616,7.1709
6352,35.491,2.5521,0.1601,0.4852,-3.8436,7.1763
6353,35.501,2.5236,0.1543,0.5225,-3.8334,7.2126
6354,35.510,2.6720,0.1473,0.5369,-3.8218,7.1741
6355,35.519,3.0611,0.1390,0.5727,-3.8222,7.2143
6356,35.530,3.4226,0.1315,0.6276,-3.8353,7.2547
6357,35.539,3.7932,0.1290,0.6609,-3.7978,7.2513
6358,35.549,4.3466,0.1224,0.6658,-3.7981,7.2220
6359,35.559,4.8283,0.1167,0.6153,-3.7842,7.2751
6360,35.569,5.1078,0.1112,0.4640,-3.7712,7.3222
6361,35.578,5.4053,0.1026,0.3436,-3.7584,7.2659
6362,35.588,5.6559,0.0890,0.2403,-3.7384,7.2683
6363,35.598,5.6271,0.0780,0.1979,-3.7371,7.2906
6364,35.608,5.5975,0.0740,0.1919,-3.7145,7.3219
6365,35.617,5.7233,0.0774,0.2462,-3.7120,7.2991
6366,35.628,5.9288,0.0784,0.3160,-3.6972,7.3288
6367,35.637,6.0699,0.0829,0.3296,-3.7327,7.3420
6368,35.648,6.5207,0.0880,0.3330,-3.6924,7.3800
6369,35.657,6.8921,0.0875,0.2886,-3.6795,7.3365
6370,35.666,7.1060,0.0893,0.2489,-3.6604,7.3791
6371,35.677,7.0139,0.0918,0.1874,-3.6818,7.3734
6372,35.686,6.6924,0.0894,0.1569,-3.6774,7.3937
6373,35.695,6.4296,0.0950,0.1432,-3.6508,7.3583
6374,35.706,6.3870,0.1006,0.1312,-3.6032,7.3781
6375,35.715,6.7022,0.1070,0.1306,-3.5812,7.3651
6376,35.725,7.1174,0.1103,0.0985,-3.5505,7.4001
6377,35.735,7.4849,0.1191,0.0981,-3.5239,7.4335
6378,35.745,7.9502,0.1306,0.1092,-3.5118,7.4627
6379,35.754,8.4654,0.1378,0.2004,-3.5343,7.4750
6380,35.764,8.6307,0.1399,0.3249,-3.5161,7.4705
6381,35.773,8.5164,0.1361,0.2304,-3.4938,7.4718
6382,35.784,8.1733,0.1236,0.0967,-3.4715,7.5383
6383,35.793,7.8367,0.1132,0.0830,-3.4447,7.5073
6384,35.803,7.4300,0.1035,0.0868,-3.4142,7.4933
6385,35.814,7.0427,0.0927,0.1008,-3.4056,7.4923
6386,35.824,6.7875,0.0913,0.1233,-3.3898,7.4954
6387,35.833,6.6309,0.0900,0.1491,-3.3645,7.4863
6388,35.843,6.5590,0.0886,0.2176,-3.3778,7.5049
6389,35.852,6.4783,0.0870,0.2438,-3.3282,7.5018
6390,35.863,6.4622,0.0923,0.2531,-3.3072,7.4956
6391,35.872,6.6695,0.1003,0.2553,-3.3247,7.5024
6392,35.882,6.9981,0.1080,0.2824,-3.3396,7.5275
6393,35.891,7.4893,0.1143,0.2831,-3.3037,7.5302
6394,35.902,8.1128,0.1153,0.2428,-3.2858,7.5347
6395,35.911,8.7659,0.1104,0.2160,-3.2831,7.5329
6396,35.920,9.1772,0.1079,0.2260,-3.2729,7.5361
6397,35.931,8.9941,0.1116,0.2933,-3.2856,7.5497
6398,35.940,8.5999,0.1201,0.2447,-3.2784,7.5289
6399,35.951,8.0259,0.1196,0.1313,-3.2458,7.5346
6400,35.960,7.3077,0.1221,0.1381,-3.2546,7.5273
6401,35.970,6.6716,0.1265,0.1613,-3.2100,7.5600
6402,35.981,6.1823,0.1305,0.2042,-3.1906,7.5356
6403,35.991,5.6838,0.1353,0.2420,-3.2142,7.5795
6404,36.000,5.1395,0.1401,0.2562,-3.1882,7.5150
6405,36.010,4.7393,0.1494,0.2832,-3.1883,7.5919
6406,36.020,4.5529,0.1620,0.3274,-3.2135,7.5796
6407,36.030,4.5766,0.1763,0.3594,-3.1920,7.5282
6408,36.039,4.7319,0.1787,0.4431,-3.1705,7.5505
6409,36.049,4.8227,0.1774,0.5006,-3.1544,7.5353
6410,36.059,5.0496,0.1717,0.5265,-3.1136,7.4925
6411,36.069,5.4561,0.1583,0.4595,-3.0996,7.4922
6412,36.078,5.7138,0.1476,0.5032,-3.0800,7.4867
6413,36.088,5.8810,0.1400,0.3862,-3.0393,7.5166
6414,36.098,6.1115,0.1417,0.3998,-2.9903,7.4896
6415,36.108,6.2450,0.1528,0.4286,-2.9563,7.4505
6416,36.118,6.4315,0.1628,0.3030,-2.9398,7.5050
6417,36.128,6.1703,0.1636,0.3429,-2.9791,7.5097
6418,36.137,5.8901,0.1571,0.2138,-2.9692,7.5046
6419,36.147,5.7538,0.1514,0.2050,-2.9215,7.5115
6420,36.157,5.7675,0.1510,0.2259,-2.9025,7.5524
6421,36.167,5.9314,0.1529,0.2915,-2.9116,7.5263
6422,36.176,6.0542,0.1595,0.3576,-2.9188,7.5322
6423,36.187,6.2372,0.1561,0.3714,-2.9160,7.5450
6424,36.196,6.3728,0.1465,0.2637,-2.8946,7.5407
6425,36.206,6.4118,0.1372,0.1641,-2.9036,7.5984
6426,36.215,6.3927,0.1375,0.1882,-2.9075,7.5986
6427,36.225,6.6906,0.1429,0.2586,-2.8887,7.6057
6428,36.235,7.3422,0.1438,0.3178,-2.9084,7.5873
6429,36.244,7.9014,0.1576,0.3564,-2.9006,7.6109
6430,36.254,8.4525,0.1659,0.4016,-2.8823,7.6208
6431,36.263,9.0405,0.1583,0.3112,-2.8346,7.6065
6432,36.273,9.6584,0.1457,0.3191,-2.8392,7.5914
6433,36.282,10.3074,0.1380,0.1999,-2.7860,7.6139
6434,36.292,10.9491,0.1400,0.1519,-2.7885,7.6140
6435,36.301,11.5966,0.1415,0.1228,-2.7773,7.5963
6436,36.312,12.2893,0.1413,0.1387,-2.7644,7.6254
6437,36.321,12.9691,0.1365,0.1710,-2.7168,7.6394
6438,36.331,13.6080,0.1216,0.1946,-2.6844,7.6367
6439,36.340,14.0395,0.1065,0.1879,-2.6484,7.6463
6440,36.351,14.1388,0.1023,0.1651,-2.6488,7.6662
6441,36.360,13.9065,0.1024,0.0969,-2.6057,7.6203
6442,36.370,13.4258,0.1026,0.0395,-2.5966,7.6394
6443,36.379,12.6985,0.1001,0.0024,-2.5704,7.6092
6444,36.390,11.9488,0.0940,-0.0085,-2.5379,7.6398
6445,36.399,11.1714,0.0829,-0.0124,-2.5566,7.6383
6446,36.409,10.4502,0.0690,-0.0038,-2.5123,7.6301
6447,36.418,9.8294,0.0669,0.0309,-2.5056,7.6461
6448,36.429,9.3625,0.0689,0.0908,-2.4850,7.6719
6449,36.438,9.1267,0.0747,0.1727,-2.5052,7.6484
6450,36.448,8.8819,0.0780,0.2650,-2.4531,7.6424
6451,36.459,8.6485,0.0830,0.3105,-2.4343,7.6908
6452,36.468,8.4804,0.0849,0.3584,-2.4327,7.7182
6453,36.478,8.3533,0.0956,0.2715,-2.3944,7.6841
6454,36.488,8.2574,0.1058,0.2456,-2.3920,7.6945
6455,36.497,8.4295,0.1112,0.1627,-2.3823,7.7366
6456,36.508,8.3554,0.1162,0.1244,-2.3798,7.7531
6457,36.517,8.0787,0.1252,0.1566,-2.3731,7.7362
6458,36.526,8.0949,0.1368,0.1890,-2.3479,7.7698
6459,36.537,8.2365,0.1532,0.1708,-2.3692,7.7466
6460,36.546,8.4180,0.1640,0.1913,-2.3658,7.7551
6461,36.555,8.6557,0.1723,0.2172,-2.3272,7.8019
6462,36.565,8.8081,0.1732,0.1117,-2.3208,7.7632
6463,36.575,8.8000,0.1715,0.0700,-2.3035,7.7589
6464,36.585,8.6342,0.1770,0.1105,-2.2957,7.7744
6465,36.594,8.4145,0.1822,0.1870,-2.2732,7.7625
6466,36.605,8.0190,0.1780,0.1339,-2.2399,7.7917
6467,36.614,7.5751,0.1729,0.1178,-2.2248,7.8106
6468,36.624,7.1946,0.1629,0.1598,-2.2105,7.8025
6469,36.633,7.2648,0.1580,0.2141,-2.2102,7.7820
6470,36.644,7.2714,0.1550,0.2221,-2.1957,7.8395
6471,36.653,7.3319,0.1622,0.3189,-2.1892,7.8521
6472,36.663,7.7461,0.1734,0.4263,-2.1796,7.8482
6473,36.672,8.1072,0.1755,0.3833,-2.1286,7.8179
6474,36.682,7.7637,0.1609,0.2902,-2.1297,7.8614
6475,36.693,7.2936,0.1317,0.0715,-2.0760,7.8279
6476,36.702,6.8411,0.1171,0.1001,-2.0866,7.8170
6477,36.712,6.7279,0.1224,0.1579,-2.0393,7.8639
6478,36.722,6.8291,0.1375,0.2966,-1.9999,7.8692
6479,36.731,6.9045,0.1541,0.3497,-1.9931,7.8815
6480,36.740,7.1723,0.1689,0.4016,-1.9630,7.8651
6481,36.750,7.8839,0.1735,0.3954,-1.9282,7.8644
6482,36.759,8.8555,0.1736,0.4470,-1.8945,7.8535
6483,36.770,9.5336,0.1759,0.3342,-1.9110,7.8863
6484,36.779,10.1577,0.1736,0.2099,-1.8680,7.8776
6485,36.789,10.7348,0.1675,0.2873,-1.8460,7.8663
6486,36.799,10.7401,0.1688,0.2690,-1.8411,7.8666
6487,36.809,10.2920,0.1571,0.0944,-1.8280,7.8339
6488,36.818,9.8330,0.1405,0.0834,-1.7824,7.8107
6489,36.829,9.2075,0.1379,0.1040,-1.7942,7.8602
6490,36.838,8.5142,0.1397,0.1478,-1.7828,7.8627
6491,36.847,7.8481,0.1498,0.1841,-1.7603,7.8347
6492,36.858,7.3816,0.1588,0.2279,-1.7565,7.8793
6493,36.867,7.1980,0.1698,0.3002,-1.7392,7.8577
6494,36.878,7.0965,0.1761,0.3666,-1.7059,7.9092
6495,36.887,7.1694,0.1759,0.3885,-1.6556,7.9187
6496,36.896,7.2910,0.1681,0.3634,-1.6237,7.9005
6497,36.906,7.3603,0.1611,0.3767,-1.6143,7.9001
6498,36.915,7.1024,0.1571,0.3663,-1.5994,7.9421
6499,36.925,6.7842,0.1567,0.2848,-1.6094,7.8812
6500,36.935,6.5065,0.1575,0.3224,-1.6136,7.9127
6501,36.945,6.7057,0.1576,0.3931,-1.5701,7.9094
6502,36.954,7.5538,0.1778,0.5969,-1.5899,7.9483
6503,36.964,8.5158,0.2045,0.8135,-1.5782,7.9224
6504,36.973,10.1047,0.2069,0.7226,-1.5692,7.9533
6505,36.983,11.5630,0.1896,0.6334,-1.5248,7.9500
6506,36.992,12.5450,0.1723,0.3809,-1.5304,7.9563
6507,37.002,12.9645,0.1640,0.1069,-1.4918,7.9405
6508,37.012,12.8375,0.1639,0.0771,-1.4732,7.9395
6509,37.021,12.5413,0.1638,0.0693,-1.4611,7.9465
6510,37.030,12.0265,0.1603,0.0764,-1.4500,7.9572
6511,37.041,11.2999,0.1503,0.1258,-1.4201,7.9142
6512,37.050,10.5461,0.1397,0.1920,-1.4001,7.9008
6513,37.061,9.8548,0.1214,0.1972,-1.4038,7.8733
6514,37.070,9.3933,0.1008,0.2318,-1.3627,7.9361
6515,37.080,8.9822,0.0983,0.2876,-1.3752,7.9617
6516,37.089,8.7877,0.1010,0.3316,-1.3633,7.9558
6517,37.098,8.7058,0.1037,0.3544,-1.3548,7.9859
6518,37.108,8.5987,0.1047,0.3628,-1.3338,7.9849
6519,37.119,8.2307,0.1069,0.3225,-1.3041,7.9883
6520,37.128,7.7499,0.1058,0.3019,-1.3065,7.9815
6521,37.139,7.2986,0.1092,0.3215,-1.2696,7.9581
6522,37.148,6.7690,0.1283,0.3337,-1.2516,7.9604
6523,37.159,6.2372,0.1389,0.3544,-1.2342,7.9724
6524,37.168,5.6118,0.1544,0.4102,-1.2381,7.9404
6525,37.178,5.0952,0.1733,0.4093,-1.2313,7.9581
6526,37.188,4.6891,0.1899,0.4399,-1.2080,7.9459
6527,37.198,4.3035,0.2019,0.5333,-1.1855,7.9778
6528,37.207,4.3064,0.2045,0.6582,-1.1633,7.9168
6529,37.218,4.6204,0.2029,0.5898,-1.1378,7.9493
6530,37.227,4.5396,0.1935,0.5329,-1.1395,7.9523
6531,37.237,4.2378,0.1779,0.3938,-1.1282,7.9704
6532,37.246,3.9439,0.1680,0.4364,-1.1424,7.9657
6533,37.256,3.6999,0.1708,0.4957,-1.1069,8.0047
6534,37.267,3.5250,0.1907,0.5968,-1.1115,7.9932
6535,37.276,3.9547,0.2022,0.7210,-1.0962,8.0021
6536,37.285,4.6363,0.2034,0.7772,-1.0891,8.0099
6537,37.295,5.2199,0.1973,0.8883,-1.0761,7.9681
6538,37.305,6.2854,0.1808,0.8170,-1.0951,7.9975
6539,37.314,7.4164,0.1582,0.7280,-1.0918,7.9923
6540,37.325,7.8530,0.1324,0.4760,-1.1155,7.9876
6541,37.334,8.3604,0.0988,0.3149,-1.1328,7.9954
6542,37.344,9.1093,0.0840,0.3308,-1.1424,7.9331
6543,37.353,9.5058,0.0973,0.2859,-1.1246,7.9324
6544,37.363,9.6352,0.1046,0.3387,-1.1226,7.9723
6545,37.373,9.4047,0.1020,0.1978,-1.1383,7.9468
6546,37.382,8.7696,0.0979,0.1223,-1.0921,7.9312
6547,37.392,7.9789,0.0957,0.1086,-1.0777,7.9535
6548,37.402,7.1237,0.0932,0.1723,-1.0648,7.9128
6549,37.411,6.4733,0.0913,0.2983,-1.0170,7.9223
6550,37.421,6.3074,0.0976,0.4131,-0.9921,7.9358
6551,37.431,6.6082,0.1236,0.4435,-0.9907,7.9215
6552,37.441,7.0530,0.1557,0.4135,-0.9943,7.8516
6553,37.451,7.9358,0.1681,0.4233,-1.0090,7.8713
6554,37.460,9.0993,0.1768,0.4822,-1.0146,7.9220
6555,37.470,10.2823,0.1757,0.5419,-0.9997,7.9405
6556,37.480,11.1770,0.1798,0.3261,-0.9896,7.9199
6557,37.488,12.0417,0.1728,0.1678,-0.9690,7.9175
6558,37.499,12.6313,0.1601,0.1539,-0.9340,7.9580
6559,37.508,13.1114,0.1462,0.1419,-0.9384,7.9601
6560,37.518,13.4563,0.1391,0.1466,-0.9316,7.9685
6561,37.527,13.6209,0.1373,0.1771,-0.8846,7.9614
6562,37.538,13.4022,0.1289,0.2255,-0.8782,7.9989
6563,37.548,12.9817,0.1209,0.2483,-0.8666,7.9465
6564,37.556,12.3800,0.1121,0.2660,-0.8432,7.9520
6565,37.566,11.6455,0.1068,0.2797,-0.8089,7.9234
6566,37.576,10.8383,0.1045,0.2733,-0.7991,7.8991
6567,37.586,9.9255,0.0982,0.2640,-0.7740,7.9266
6568,37.596,9.0164,0.0889,0.2649,-0.7395,7.9187
6569,37.607,8.0757,0.0855,0.2830,-0.7558,7.9001
6570,37.616,7.3055,0.0897,0.3510,-0.7463,7.9101
6571,37.626,6.6826,0.0956,0.4190,-0.7344,7.9265
6572,37.635,6.2725,0.1317,0.4497,-0.7171,7.8906
6573,37.646,5.9246,0.1683,0.5687,-0.7161,7.9289
6574,37.655,5.6527,0.1960,0.5571,-0.7422,7.9589
6575,37.664,5.5024,0.2079,0.6807,-0.7277,7.9621
6576,37.674,5.8287,0.2106,0.8170,-0.6839,7.9726
6577,37.685,6.2775,0.2015,0.7673,-0.6831,7.9793
6578,37.694,6.4498,0.1899,0.6552,-0.6217,7.9726
6579,37.705,6.5108,0.1799,0.4339,-0.6469,7.9301
6580,37.714,6.5665,0.1731,0.2637,-0.6161,7.9556
6581,37.723,6.4950,0.1730,0.1796,-0.5993,7.9732
6582,37.734,6.4332,0.1831,0.2378,-0.5916,7.9844
6583,37.743,6.1520,0.1924,0.2092,-0.5532,7.9480
6584,37.754,6.0914,0.1949,0.1772,-0.5386,7.9897
6585,37.763,6.2166,0.1991,0.1855,-0.5178,7.9867
6586,37.772,6.2803,0.1998,0.2104,-0.4960,7.9621
6587,37.783,6.1104,0.1844,0.1746,-0.4672,8.0031
6588,37.792,5.8258,0.1656,0.1889,-0.4416,7.9848
6589,37.803,5.6847,0.1550,0.2244,-0.4197,7.9644
6590,37.812,5.6972,0.1596,0.3317,-0.4316,7.9695
6591,37.823,5.3734,0.1664,0.3745,-0.4017,7.9594
6592,37.832,5.4185,0.1543,0.2956,-0.3644,7.9852
6593,37.842,5.4888,0.1488,0.2471,-0.3837,7.9595
6594,37.851,5.6880,0.1579,0.2041,-0.3594,7.9621
6595,37.862,5.7907,0.1806,0.2107,-0.3232,7.9917
6596,37.871,5.6935,0.1886,0.3436,-0.3045,7.9533
6597,37.880,5.7442,0.1802,0.4071,-0.2970,7.9849
6598,37.891,5.7303,0.1643,0.2719,-0.2772,7.9925
6599,37.900,5.7726,0.1421,0.1973,-0.2677,7.9670
6600,37.910,5.8859,0.1396,0.0976,-0.2486,8.0314
6601,37.919,6.0033,0.1502,0.0176,-0.2322,7.9973
6602,37.929,5.9880,0.1698,0.0224,-0.2017,7.9987
6603,37.939,5.8674,0.1921,0.0911,-0.1816,8.0003
6604,37.948,5.9633,0.1931,0.0571,-0.1671,8.0141
6605,37.959,6.0500,0.1902,0.0618,-0.1618,8.0590
6606,37.968,6.2640,0.1849,0.0994,-0.1377,8.0333
6607,37.979,6.5166,0.1765,0.1825,-0.0819,8.0537
6608,37.988,6.7200,0.1726,0.1853,-0.0813,8.0552
6609,37.997,6.9326,0.1757,0.1559,-0.0793,8.0499
6610,38.008,7.2902,0.1841,0.1218,-0.0890,8.1046
6611,38.017,7.7062,0.1645,0.0507,-0.0709,8.0807
6612,38.026,8.2128,0.1504,-0.0049,-0.0398,8.0616
6613,38.037,8.6825,0.1467,-0.0706,-0.0533,8.0641
6614,38.046,8.8339,0.1545,-0.1013,-0.0260,8.0117
6615,38.055,8.9996,0.1712,-0.1078,-0.0217,8.0541
6616,38.065,9.1793,0.1864,-0.1144,-0.0141,8.0447
6617,38.074,9.3809,0.1954,-0.1235,0.0439,8.0504
6618,38.084,9.5720,0.1959,-0.1271,0.0585,8.0437
6619,38.093,9.7786,0.1956,-0.1303,0.0761,8.0587
6620,38.104,9.8745,0.1977,-0.1303,0.0841,8.0497
6621,38.113,9.8249,0.1951,-0.1225,0.0874,8.0768
6622,38.123,9.5732,0.1748,-0.1222,0.1258,8.0828
6623,38.133,8.9864,0.1516,-0.1243,0.1180,8.0692
6624,38.143,8.1047,0.1292,-0.1311,0.1307,8.0555
6625,38.153,7.1473,0.1132,-0.1260,0.1560,8.0399
6626,38.163,6.1999,0.1008,-0.1077,0.1793,8.0700
6627,38.174,5.4913,0.0910,-0.0399,0.1893,8.0520
6628,38.183,4.7741,0.1049,0.0722,0.2048,8.0427
6629,38.193,4.1584,0.1226,0.1131,0.2232,8.0595
6630,38.202,3.7225,0.1316,0.1120,0.2321,8.0825
6631,38.213,3.2106,0.1431,0.1248,0.2624,8.1072
6632,38.222,2.9673,0.1538,0.1389,0.2700,8.1024
