Reading,Depth,Cone,Friction,Pore 2,Slope x,Slope y
4756,20.438,7.3542,0.0170,0.0227,3.4655,-6.5326
4757,20.448,7.7663,0.0175,0.0267,3.4482,-6.5497
4758,20.458,8.1189,0.0185,0.0366,3.4297,-6.5976
4759,20.468,8.5717,0.0193,0.0047,3.4144,-6.5773
4760,20.478,9.0634,0.0194,-0.0028,3.4137,-6.6009
4761,20.487,9.3500,0.0191,0.0097,3.3820,-6.5706
4762,20.497,9.6400,0.0162,0.0178,3.3905,-6.5685
4763,20.508,9.8720,0.0143,0.0272,3.3456,-6.5941
4764,20.517,10.0900,0.0127,0.0311,3.3395,-6.5771
4765,20.527,10.2366,0.0135,0.0350,3.3069,-6.5703
4766,20.537,10.3843,0.0138,0.0362,3.3026,-6.5687
4767,20.544,10.4752,0.0152,0.0557,3.3084,-6.6062
4768,20.544,10.5168,0.0156,0.0699,3.2790,-6.6274
4769,20.544,9.5922,0.0203,0.0701,3.2493,-6.5917
4770,20.544,9.4223,0.0223,0.0777,3.2758,-6.5994
4771,20.548,9.3250,0.0232,0.0857,3.2791,-6.6010
4772,20.557,9.2293,0.0241,0.0924,3.2596,-6.6205
4773,20.566,10.4928,0.0184,0.0917,3.2823,-6.6319
4774,20.576,10.5293,0.0188,0.1047,3.2465,-6.6476
4775,20.585,10.5678,0.0191,0.1061,3.2465,-6.6564
4776,20.595,10.5663,0.0193,0.1081,3.2328,-6.6400
4777,20.604,10.5435,0.0193,0.1204,3.1730,-6.6796
4787,20.661,10.5134,0.0239,0.1629,3.0771,-6.7680
4788,20.671,10.5473,0.0255,0.1640,3.0629,-6.7828
4789,20.681,10.5811,0.0265,0.1723,3.0309,-6.7861
4790,20.690,10.6361,0.0277,0.1673,3.0347,-6.8038
4791,20.701,10.6919,0.0288,0.1655,3.0180,-6.8215
4792,20.710,10.8430,0.0287,0.1694,3.0027,-6.7982
4793,20.719,11.0265,0.0283,0.1611,2.9817,-6.7936
4794,20.730,11.1764,0.0286,0.1664,2.9626,-6.7881
4795,20.739,11.3782,0.0284,0.1617,2.9478,-6.8219
4796,20.749,11.6205,0.0285,0.1662,2.9331,-6.8789
4797,20.758,11.9104,0.0284,0.1599,2.9208,-6.8567
4798,20.768,12.1344,0.0299,0.1658,2.9030,-6.8676
4799,20.773,12.3224,0.0301,0.1444,2.8788,-6.8712
4800,20.773,12.5025,0.0312,0.1384,2.8581,-6.8997
4801,20.777,11.4059,0.0380,0.1567,2.8572,-6.8935
4802,20.786,11.3822,0.0400,0.1676,2.8422,-6.8733
4803,20.795,12.6756,0.0320,0.1464,2.8421,-6.9014
4804,20.805,12.8817,0.0300,0.1330,2.8045,-6.8970
4805,20.815,13.0409,0.0291,0.1311,2.8026,-6.9094
4806,20.825,13.1890,0.0278,0.1377,2.8061,-6.9477
4807,20.834,13.3232,0.0275,0.1512,2.7824,-6.9597
4808,20.844,13.4549,0.0265,0.1502,2.7594,-6.9418
4809,20.853,13.7602,0.0260,0.1614,2.7247,-6.9472
4810,20.864,13.9918,0.0256,0.1681,2.7157,-6.9632
4811,20.874,14.2382,0.0252,0.1718,2.7007,-6.9882
4812,20.883,14.4736,0.0263,0.1690,2.6833,-6.9610
4813,20.893,14.6582,0.0271,0.1724,2.6278,-6.9935
4814,20.902,14.7728,0.0278,0.1712,2.6254,-6.9762
4815,20.904,14.9293,0.0277,0.1695,2.6042,-6.9930
4816,20.904,14.0725,0.0318,0.1737,2.6052,-7.0172
4817,20.909,13.5839,0.0360,0.1827,2.6084,-6.9867
4818,20.917,14.6169,0.0337,0.1815,2.6241,-7.0199
4819,20.928,15.1761,0.0277,0.1638,2.6169,-7.0698
4820,20.937,15.2420,0.0276,0.1668,2.5577,-7.0355
4821,20.946,15.2245,0.0276,0.1587,2.5320,-7.0395
4822,20.956,15.1369,0.0284,0.1606,2.5264,-7.0672
4823,20.965,14.9450,0.0291,0.1488,2.5193,-7.0289
4824,20.975,14.7836,0.0298,0.1581,2.5005,-7.0507
4825,20.985,14.5923,0.0305,0.1498,2.4780,-7.0597
4826,20.995,14.3894,0.0305,0.1301,2.4714,-7.0769
4827,21.006,14.3115,0.0302,0.1396,2.4949,-7.1049
4828,21.015,14.1377,0.0299,0.1355,2.4120,-7.0776
4829,21.025,13.9424,0.0298,0.1722,2.4321,-7.0946
4830,21.035,13.8063,0.0292,0.1480,2.4029,-7.1446
4831,21.045,13.7783,0.0287,0.1557,2.3856,-7.1253
4832,21.054,13.8171,0.0290,0.1665,2.3804,-7.1581
4833,21.064,13.9286,0.0285,0.1556,2.3726,-7.1503
4834,21.074,14.0970,0.0294,0.1635,2.3234,-7.1309
4835,21.083,14.3025,0.0301,0.1600,2.3215,-7.1845
4836,21.092,14.5051,0.0322,0.1554,2.2685,-7.2022
4837,21.102,14.6666,0.0340,0.1603,2.2791,-7.1885
4838,21.113,14.8392,0.0340,0.1474,2.2728,-7.2297
4839,21.122,14.9353,0.0353,0.1468,2.2344,-7.2131
4840,21.131,14.9866,0.0366,0.1576,2.2379,-7.2433
4841,21.140,15.0150,0.0371,0.1641,2.2096,-7.2303
4842,21.151,14.9848,0.0387,0.1592,2.1812,-7.2420
4843,21.161,14.8405,0.0397,0.1682,2.1758,-7.2210
4844,21.170,14.5592,0.0398,0.1677,2.1603,-7.2421
4845,21.180,14.3094,0.0392,0.1729,2.1577,-7.2816
4846,21.190,14.0078,0.0383,0.1768,2.1338,-7.2537
4847,21.200,13.7760,0.0381,0.1755,2.0790,-7.2409
4848,21.209,13.4939,0.0391,0.1813,2.0666,-7.2645
4849,21.219,13.1728,0.0383,0.1780,2.0450,-7.2495
4850,21.229,12.8862,0.0385,0.1855,2.0265,-7.2717
4851,21.239,12.5703,0.0385,0.1834,2.0331,-7.2478
4852,21.248,12.3012,0.0398,0.1927,2.0111,-7.2791
4853,21.258,12.0452,0.0395,0.1928,1.9766,-7.3064
4854,21.267,11.7717,0.0390,0.1966,1.9590,-7.3060
4855,21.277,11.4879,0.0392,0.1952,1.9562,-7.3087
4856,21.288,11.1456,0.0387,0.1978,1.9423,-7.3043
4857,21.297,10.8103,0.0384,0.1968,1.9256,-7.3212
4858,21.307,10.4401,0.0373,0.1974,1.8775,-7.2840
4859,21.317,9.9802,0.0367,0.2067,1.8922,-7.3244
4860,21.327,9.5314,0.0363,0.2034,1.8686,-7.3266
4861,21.336,9.0065,0.0364,0.2051,1.8314,-7.3396
4862,21.347,8.5336,0.0374,0.2051,1.8095,-7.3443
4863,21.357,8.0595,0.0389,0.2037,1.8117,-7.3002
4864,21.367,7.6110,0.0392,0.2065,1.7622,-7.3591
4865,21.377,7.3006,0.0383,0.2022,1.7693,-7.3521
4866,21.386,6.9766,0.0376,0.2072,1.7578,-7.3415
4867,21.396,6.7343,0.0371,0.2083,1.6978,-7.3633
4868,21.405,6.4420,0.0357,0.2148,1.7075,-7.3348
4869,21.416,6.1776,0.0361,0.2118,1.7079,-7.3650
4870,21.426,5.9375,0.0336,0.2062,1.7042,-7.3463
4871,21.436,5.7056,0.0327,0.2064,1.6596,-7.4008
4872,21.446,5.5849,0.0322,0.2061,1.6522,-7.3669
4873,21.455,5.4849,0.0310,0.2027,1.6133,-7.4085
4874,21.464,5.4281,0.0306,0.1959,1.5702,-7.4044
4875,21.474,5.4233,0.0293,0.1907,1.5929,-7.4161
4876,21.484,5.3896,0.0283,0.1794,1.5666,-7.4146
4877,21.494,5.3351,0.0268,0.1569,1.5486,-7.4145
4878,21.505,5.2265,0.0244,0.1588,1.5545,-7.4322
4879,21.515,5.0938,0.0232,0.1708,1.5262,-7.4135
4880,21.524,5.0508,0.0221,0.1775,1.4798,-7.4296
4881,21.534,5.0452,0.0220,0.1745,1.4568,-7.4495
4882,21.544,5.0574,0.0216,0.1678,1.4230,-7.4595
4883,21.553,5.0534,0.0211,0.1581,1.3914,-7.4239
4884,21.563,5.0343,0.0203,0.1556,1.3887,-7.4208
4885,21.573,4.9959,0.0202,0.1504,1.3790,-7.4265
4886,21.582,4.9535,0.0208,0.1454,1.3493,-7.4334
4887,21.593,4.8921,0.0211,0.1376,1.3315,-7.4018
4888,21.603,4.8048,0.0207,0.1273,1.3367,-7.4429
4889,21.612,4.7651,0.0201,0.1207,1.3158,-7.4419
4890,21.622,4.7883,0.0198,0.1211,1.3030,-7.4437
4891,21.632,4.8721,0.0204,0.1149,1.2508,-7.4034
4892,21.642,5.0138,0.0218,0.1083,1.2386,-7.4606
4893,21.651,5.1678,0.0239,0.0978,1.1968,-7.4743
4894,21.662,5.2802,0.0259,0.0853,1.2144,-7.4816
4895,21.672,5.3391,0.0270,0.0720,1.1812,-7.4616
4896,21.681,5.3772,0.0255,0.0740,1.1745,-7.4689
4897,21.692,5.4500,0.0269,0.0683,1.1497,-7.4719
4898,21.701,5.5093,0.0244,0.0697,1.1320,-7.4984
4899,21.710,5.5527,0.0247,0.0719,1.1216,-7.5212
4900,21.720,5.5558,0.0244,0.0727,1.0785,-7.4976
4901,21.729,5.5888,0.0244,0.0764,1.1068,-7.4867
4902,21.740,5.6162,0.0243,0.0776,1.0571,-7.5258
4903,21.749,5.6356,0.0252,0.0853,1.0321,-7.4384
4904,21.759,5.6385,0.0261,0.0921,1.0186,-7.5121
4905,21.769,5.6234,0.0264,0.0981,1.0167,-7.5025
4906,21.779,5.6429,0.0274,0.1054,0.9933,-7.5402
4907,21.789,5.6572,0.0277,0.1142,0.9611,-7.5237
4908,21.798,5.6669,0.0269,0.1216,0.9525,-7.5109
4909,21.809,5.6981,0.0257,0.1306,0.9374,-7.5090
4910,21.818,5.7312,0.0274,0.1380,0.9115,-7.5294
4911,21.828,5.7520,0.0292,0.1439,0.8929,-7.5327
4912,21.838,5.7492,0.0323,0.1512,0.8601,-7.5504
4913,21.848,5.7271,0.0360,0.1566,0.8449,-7.5206
4914,21.857,5.6662,0.0389,0.1636,0.8230,-7.5418
4915,21.868,5.5791,0.0416,0.1699,0.8274,-7.5330
4916,21.878,5.5087,0.0442,0.1760,0.8040,-7.5498
4917,21.888,5.4722,0.0469,0.1853,0.7723,-7.5831
4918,21.897,5.4758,0.0495,0.1976,0.7835,-7.5770
4919,21.907,5.5381,0.0522,0.2106,0.7387,-7.5644
4920,21.916,5.6527,0.0553,0.2237,0.7587,-7.5557
4921,21.926,5.8395,0.0599,0.2062,0.7475,-7.5707
4922,21.937,6.0717,0.0647,0.1634,0.7145,-7.5724
4923,21.946,6.3617,0.0704,0.1329,0.6793,-7.5417
4924,21.955,6.6958,0.0765,0.1163,0.6630,-7.5565
4925,21.966,6.9819,0.0738,0.0980,0.6449,-7.5393
4926,21.975,7.1902,0.0732,0.0856,0.6348,-7.5473
4927,21.985,7.3369,0.0723,0.0786,0.6108,-7.5572
4928,21.996,7.4219,0.0720,0.0675,0.5967,-7.5610
4929,22.005,7.4352,0.0711,0.0667,0.5968,-7.5289
4930,22.015,7.4016,0.0700,0.0663,0.5715,-7.5729
4931,22.025,7.3121,0.0686,0.0732,0.5219,-7.5722
4932,22.035,7.2263,0.0663,0.0807,0.5236,-7.6008
4933,22.045,7.0763,0.0606,0.0895,0.4989,-7.5937
4934,22.054,6.9193,0.0558,0.0954,0.4913,-7.6312
4935,22.064,6.7421,0.0538,0.1052,0.4779,-7.5860
4936,22.073,6.5556,0.0534,0.1135,0.4741,-7.5939
4937,22.084,6.3475,0.0504,0.1200,0.4564,-7.6354
4938,22.093,6.1761,0.0446,0.1279,0.4526,-7.6313
4939,22.104,6.0146,0.0422,0.1362,0.4537,-7.5775
4940,22.113,5.9245,0.0471,0.1446,0.4261,-7.6233
4941,22.124,5.9154,0.0528,0.1534,0.4125,-7.6368
4942,22.133,6.0032,0.0591,0.1673,0.3818,-7.6147
4943,22.144,6.1663,0.0649,0.1794,0.4018,-7.6395
4944,22.153,6.3686,0.0698,0.1610,0.3795,-7.6468
4945,22.163,6.5740,0.0740,0.1245,0.3891,-7.6623
4946,22.173,6.7660,0.0786,0.0743,0.3463,-7.7070
4947,22.182,6.9446,0.0815,0.0436,0.3322,-7.7114
4948,22.193,7.0358,0.0781,0.0304,0.2977,-7.7398
4949,22.202,7.1831,0.0732,0.0371,0.2817,-7.6971
4950,22.212,7.3586,0.0711,0.0252,0.2597,-7.7508
4951,22.222,7.4176,0.0675,0.0123,0.2407,-7.7208
4952,22.232,7.3837,0.0663,0.0039,0.2708,-7.7111
4953,22.241,7.2878,0.0648,0.0055,0.2222,-7.7277
4954,22.251,7.1848,0.0607,0.0091,0.2290,-7.7348
4955,22.261,7.1937,0.0571,0.0194,0.2063,-7.7251
4956,22.271,7.3679,0.0530,0.0404,0.1756,-7.7223
4957,22.280,7.5787,0.0525,0.0387,0.1555,-7.7351
4958,22.290,7.8921,0.0539,0.0467,0.1256,-7.7551
4959,22.299,8.2673,0.0561,0.0406,0.1214,-7.7480
4960,22.309,8.5968,0.0557,0.0332,0.0916,-7.7208
4961,22.320,8.7945,0.0525,0.0267,0.0755,-7.7207
4962,22.329,9.0056,0.0492,0.0248,0.0783,-7.7100
4963,22.339,9.2764,0.0510,0.0030,0.0527,-7.7149
4964,22.349,9.4644,0.0523,-0.0093,0.0471,-7.7186
4965,22.358,9.6521,0.0541,-0.0080,0.0080,-7.7516
4966,22.369,9.8341,0.0591,-0.0033,-0.0125,-7.7352
4967,22.378,9.9484,0.0620,-0.0024,0.0030,-7.7294
4968,22.387,10.0434,0.0630,0.0058,-0.0229,-7.7243
4969,22.398,10.1459,0.0605,0.0141,-0.0527,-7.7120
4970,22.407,10.2464,0.0587,0.0204,-0.0456,-7.7289
4971,22.416,10.2934,0.0587,0.0213,-0.0893,-7.7177
4972,22.427,10.3469,0.0580,0.0347,-0.0885,-7.7202
4973,22.436,10.3794,0.0579,0.0433,-0.1029,-7.7172
4974,22.445,10.4104,0.0569,0.0503,-0.1152,-7.7622
4975,22.456,10.4359,0.0557,0.0587,-0.1294,-7.7578
4976,22.465,10.4591,0.0564,0.0725,-0.1362,-7.7188
4977,22.474,10.4616,0.0605,0.0791,-0.1606,-7.7887
4978,22.484,10.4255,0.0673,0.0858,-0.1896,-7.7749
4979,22.495,10.3543,0.0741,0.0971,-0.1759,-7.7839
4980,22.504,10.2525,0.0821,0.1018,-0.2019,-7.7787
4981,22.514,10.1350,0.0882,0.1111,-0.2301,-7.7412
4982,22.524,10.0074,0.0914,0.1240,-0.2231,-7.7709
4983,22.533,9.8662,0.0942,0.1299,-0.2656,-7.7466
4984,22.543,9.7176,0.0978,0.1370,-0.3063,-7.7753
4985,22.553,9.5934,0.1016,0.1416,-0.2897,-7.7395
4986,22.562,9.4863,0.1045,0.1501,-0.3502,-7.7334
4987,22.572,9.4086,0.1069,0.1566,-0.3559,-7.6888
4988,22.581,9.3601,0.1079,0.1660,-0.3652,-7.7006
4989,22.592,9.3180,0.1088,0.1680,-0.4144,-7.7343
4990,22.601,9.2816,0.1103,0.1679,-0.4154,-7.7434
4991,22.611,9.1918,0.1105,0.1565,-0.4638,-7.7282
4992,22.621,9.0900,0.1096,0.1510,-0.4657,-7.7426
4993,22.630,9.0067,0.1085,0.1496,-0.4921,-7.7677
4994,22.641,8.8658,0.1074,0.1362,-0.5041,-7.7128
4995,22.651,8.6905,0.1047,0.1232,-0.5122,-7.7021
4996,22.660,8.4359,0.1018,0.1274,-0.5313,-7.7241
4997,22.671,8.1529,0.1003,0.1205,-0.5570,-7.7028
4998,22.680,7.8323,0.0980,0.1059,-0.6072,-7.6929
4999,22.689,7.3985,0.0940,0.1059,-0.5829,-7.7095
5000,22.700,6.8898,0.0879,0.1172,-0.6125,-7.7151
5001,22.709,6.3013,0.0828,0.1270,-0.6278,-7.7164
5002,22.719,5.7706,0.0798,0.1342,-0.6395,-7.7048
5003,22.728,5.2818,0.0783,0.1470,-0.6711,-7.7171
5004,22.739,4.8226,0.0774,0.1528,-0.6766,-7.6728
5005,22.749,4.4358,0.0792,0.1633,-0.6904,-7.6989
5006,22.759,4.1313,0.0817,0.1779,-0.6778,-7.7015
5007,22.768,3.8211,0.0885,0.1997,-0.7293,-7.7171
5008,22.778,3.5676,0.0989,0.2286,-0.7327,-7.7012
5009,22.789,3.3864,0.1085,0.2607,-0.7554,-7.6933
5010,22.798,3.1677,0.1188,0.2747,-0.7837,-7.7108
5011,22.808,2.8665,0.1256,0.3049,-0.8219,-7.6591
5012,22.819,2.6732,0.1290,0.3692,-0.8488,-7.6556
5013,22.828,2.5758,0.1307,0.4678,-0.8513,-7.6635
5014,22.839,2.6713,0.1357,0.5815,-0.9259,-7.7048
5015,22.848,3.0806,0.1349,0.6412,-0.9460,-7.7271
5016,22.857,3.7145,0.1354,0.7021,-0.9582,-7.7197
5017,22.867,4.5763,0.1354,0.7248,-0.9788,-7.7327
5018,22.877,5.5839,0.1378,0.6913,-1.0532,-7.7175
5019,22.887,6.6337,0.1338,0.5888,-1.0315,-7.6885
5020,22.896,7.6382,0.1206,0.3252,-1.0655,-7.7264
5021,22.906,8.4084,0.1096,0.1655,-1.0672,-7.6922
5022,22.915,8.8962,0.1037,0.1452,-1.1159,-7.7044
5023,22.924,9.2073,0.0955,0.1380,-1.1295,-7.7079
5024,22.935,9.4420,0.0890,0.1243,-1.1356,-7.7111
5025,22.944,9.6120,0.0832,0.1318,-1.1696,-7.7301
5026,22.954,9.7153,0.0761,0.1290,-1.1933,-7.7074
5027,22.964,9.7770,0.0697,0.1266,-1.1970,-7.6864
5028,22.974,9.7860,0.0636,0.1433,-1.2462,-7.6820
5029,22.983,9.8001,0.0605,0.1503,-1.2539,-7.6792
5030,22.994,9.8210,0.0564,0.1544,-1.2625,-7.6752
5031,23.003,9.8700,0.0544,0.1629,-1.2727,-7.6733
5032,23.012,9.9534,0.0593,0.1691,-1.2933,-7.7024
5033,23.023,10.0537,0.0643,0.1783,-1.3216,-7.6390
5034,23.032,10.1602,0.0660,0.1842,-1.3536,-7.6658
5035,23.042,10.2135,0.0681,0.1880,-1.3697,-7.6816
5036,23.051,10.2405,0.0755,0.1812,-1.3736,-7.6627
5037,23.059,10.2467,0.0835,0.1826,-1.3925,-7.6855
5038,23.070,10.2463,0.0891,0.1869,-1.3937,-7.6794
5039,23.079,10.2569,0.0950,0.1845,-1.4422,-7.6592
5040,23.089,10.2083,0.0997,0.1808,-1.4415,-7.6699
5041,23.099,10.1511,0.1034,0.1763,-1.4813,-7.6764
5042,23.108,10.1076,0.1040,0.1806,-1.4732,-7.6967
5043,23.117,10.1548,0.1041,0.1897,-1.4829,-7.6646
5044,23.127,10.3087,0.1052,0.1978,-1.5326,-7.6554
5045,23.137,10.5049,0.1070,0.2008,-1.5460,-7.6967
5046,23.148,10.7617,0.1101,0.1927,-1.5740,-7.6913
5047,23.157,11.0515,0.1144,0.1713,-1.5996,-7.6977
5048,23.165,11.1241,0.1175,0.1283,-1.5859,-7.6728
5049,23.176,10.9759,0.1176,0.0771,-1.6002,-7.6658
5050,23.186,10.7381,0.1118,0.0978,-1.6568,-7.6495
5051,23.195,10.4105,0.1093,0.0778,-1.6864,-7.6459
5052,23.206,10.0922,0.1062,0.0701,-1.6929,-7.6728
5053,23.215,9.7325,0.1039,0.0642,-1.7123,-7.6816
5054,23.224,9.4055,0.1021,0.0473,-1.7443,-7.6828
5055,23.234,8.9712,0.1015,0.0424,-1.7666,-7.6701
5056,23.244,8.4785,0.1026,0.0511,-1.7814,-7.6747
5057,23.254,8.0216,0.0999,0.0623,-1.7864,-7.6791
5058,23.264,7.6083,0.1001,0.0687,-1.8344,-7.6562
5059,23.274,7.3184,0.0968,0.0786,-1.8714,-7.6694
5060,23.284,7.0758,0.0964,0.0920,-1.8769,-7.7312
5061,23.293,6.8921,0.0955,0.1102,-1.8577,-7.7009
5062,23.304,6.7778,0.0946,0.1225,-1.9080,-7.7081
5063,23.314,6.7169,0.0923,0.1381,-1.9544,-7.6994
5064,23.324,6.7235,0.0916,0.1408,-1.9917,-7.7040
5065,23.334,6.6552,0.0941,0.1488,-1.9817,-7.6570
5066,23.343,6.7020,0.1036,0.1611,-1.9972,-7.6791
5067,23.352,6.9202,0.1133,0.1360,-2.0110,-7.6709
5068,23.363,7.1280,0.1227,0.0902,-1.9854,-7.6701
5069,23.372,7.2983,0.1270,0.0732,-1.9941,-7.6351
5070,23.382,7.4414,0.1339,0.0694,-1.9732,-7.6456
5071,23.391,7.6128,0.1396,0.0559,-1.9657,-7.6492
5072,23.402,7.8926,0.1470,0.0595,-1.9922,-7.6191
5073,23.411,8.1414,0.1547,0.0356,-2.0166,-7.6220
5074,23.421,8.3373,0.1583,0.0324,-2.0125,-7.6386
5075,23.430,8.3347,0.1574,0.0140,-2.0103,-7.6379
5076,23.441,8.1604,0.1570,0.0027,-2.0495,-7.6087
5077,23.450,7.8911,0.1526,-0.0157,-2.0229,-7.6169
5078,23.460,7.5790,0.1479,0.0042,-2.0370,-7.5906
5079,23.470,7.4535,0.1365,0.0116,-2.0468,-7.6311
5080,23.480,7.4119,0.1236,0.0217,-2.0841,-7.6020
5081,23.489,7.3641,0.1143,0.0357,-2.1139,-7.6209
5082,23.500,7.3292,0.1071,0.0419,-2.1224,-7.5999
5083,23.509,7.3386,0.1074,0.0422,-2.1258,-7.6557
5084,23.519,7.3352,0.1128,0.0677,-2.1560,-7.6052
5085,23.529,7.5045,0.1218,0.0796,-2.1768,-7.5923
5086,23.538,7.6287,0.1331,0.0597,-2.2148,-7.5909
5087,23.548,7.8207,0.1403,0.0277,-2.2055,-7.5725
5088,23.557,8.0178,0.1427,-0.0022,-2.2347,-7.5754
5089,23.567,8.2429,0.1490,0.0116,-2.2319,-7.5653
5090,23.576,8.5485,0.1565,0.0210,-2.2808,-7.5758
5091,23.586,8.9863,0.1665,0.0291,-2.2801,-7.5957
5092,23.595,9.3236,0.1792,0.0331,-2.3148,-7.5248
5093,23.606,9.6287,0.1895,0.0229,-2.3313,-7.5645
5094,23.615,9.9906,0.1992,0.0250,-2.3335,-7.5562
5095,23.624,10.2324,0.2076,0.0287,-2.3523,-7.5094
5096,23.635,10.3782,0.2120,-0.0069,-2.3609,-7.5053
5097,23.644,10.4927,0.2049,-0.0162,-2.4138,-7.4887
5098,23.653,10.4263,0.1916,-0.0219,-2.4317,-7.4938
5099,23.664,10.3679,0.1760,-0.0223,-2.4051,-7.4997
5100,23.673,10.2772,0.1569,-0.0192,-2.4372,-7.4561
5101,23.683,10.1883,0.1373,-0.0193,-2.4423,-7.4483
5102,23.692,10.1578,0.1277,-0.0119,-2.4711,-7.4600
5103,23.703,10.1227,0.1176,-0.0138,-2.4821,-7.4271
5104,23.712,10.0386,0.1105,-0.0105,-2.5029,-7.4185
5105,23.722,9.9109,0.1006,-0.0081,-2.5223,-7.4084
5106,23.732,9.7613,0.0908,-0.0047,-2.5271,-7.3904
5107,23.742,9.6920,0.0763,-0.0044,-2.5611,-7.3810
5108,23.751,9.6391,0.0669,-0.0039,-2.5676,-7.4129
5109,23.761,9.5712,0.0623,-0.0059,-2.5868,-7.3901
5110,23.770,9.5420,0.0622,-0.0001,-2.5948,-7.4055
5111,23.781,9.5069,0.0676,0.0036,-2.6221,-7.3695
5112,23.790,9.5006,0.0720,0.0048,-2.6369,-7.4035
5113,23.799,9.5235,0.0762,0.0115,-2.6390,-7.3847
5114,23.810,9.6250,0.0824,0.0146,-2.6459,-7.4077
5115,23.819,9.8000,0.0881,0.0188,-2.6753,-7.4115
5116,23.829,9.9375,0.0921,0.0258,-2.6805,-7.4270
5117,23.839,10.0078,0.0901,0.0238,-2.6868,-7.4150
5118,23.849,10.0602,0.0882,0.0242,-2.7173,-7.3927
5119,23.859,10.0620,0.0864,0.0287,-2.7492,-7.3843
5120,23.868,10.0183,0.0864,0.0249,-2.7552,-7.3712
5121,23.877,10.0485,0.0863,0.0229,-2.7615,-7.3554
5122,23.887,10.1498,0.0866,0.0245,-2.8032,-7.3825
5123,23.898,10.2476,0.0872,0.0107,-2.8037,-7.3577
5124,23.907,10.3649,0.0838,0.0142,-2.8141,-7.3503
5125,23.916,10.4895,0.0838,0.0142,-2.8000,-7.3160
5126,23.926,10.7728,0.0832,0.0148,-2.7941,-7.3239
5127,23.936,11.0671,0.0866,0.0172,-2.8106,-7.3204
5128,23.945,11.3362,0.0874,0.0207,-2.8160,-7.3356
5129,23.955,11.6713,0.0864,0.0200,-2.8403,-7.3132
5130,23.964,11.9488,0.0808,0.0142,-2.8444,-7.2761
5131,23.975,12.2600,0.0799,0.0100,-2.8503,-7.2804
5132,23.984,12.5755,0.0795,0.0137,-2.8632,-7.2766
5133,23.993,12.8862,0.0803,0.0203,-2.8696,-7.2616
5134,24.004,13.1413,0.0809,0.0248,-2.9182,-7.2547
5135,24.013,13.3768,0.0819,0.0308,-2.9330,-7.2752
5136,24.023,13.5544,0.0831,0.0375,-2.9350,-7.2826
5137,24.032,13.6395,0.0874,0.0422,-2.9333,-7.3054
5138,24.042,13.6075,0.0916,0.0441,-2.9802,-7.2569
5139,24.052,13.5463,0.0979,0.0471,-2.9942,-7.2291
5140,24.062,13.4509,0.1037,0.0560,-3.0031,-7.2607
5141,24.072,13.3459,0.1073,0.0581,-3.0158,-7.2251
5142,24.081,13.1956,0.1100,0.0675,-3.0419,-7.2270
5143,24.091,13.0509,0.1129,0.0715,-3.0392,-7.2304
5144,24.100,12.8865,0.1179,0.0781,-3.0560,-7.2514
5145,24.111,12.7025,0.1238,0.0829,-3.0460,-7.2440
5146,24.120,12.5055,0.1298,0.0845,-3.0581,-7.2441
5147,24.129,12.2849,0.1341,0.0952,-3.0767,-7.2251
5148,24.139,12.0198,0.1372,0.0960,-3.0926,-7.2129
5149,24.149,11.7597,0.1399,0.1015,-3.0945,-7.1870
5150,24.158,11.4827,0.1425,0.1063,-3.1385,-7.1787
5151,24.169,11.1854,0.1453,0.1107,-3.1308,-7.1229
5152,24.178,10.8721,0.1453,0.1160,-3.1692,-7.1572
5153,24.187,10.5343,0.1450,0.1212,-3.1557,-7.1621
5154,24.198,10.1441,0.1437,0.1303,-3.1725,-7.1347
5155,24.207,9.7347,0.1432,0.1350,-3.1456,-7.1319
5156,24.217,9.3335,0.1434,0.1356,-3.1591,-7.1554
5157,24.226,8.8770,0.1434,0.1419,-3.1688,-7.1597
5158,24.236,8.3978,0.1437,0.1426,-3.1713,-7.1144
5159,24.247,7.9236,0.1436,0.1473,-3.2005,-7.0809
5160,24.256,7.4445,0.1422,0.1561,-3.2163,-7.1059
5161,24.266,7.0843,0.1411,0.1616,-3.2371,-7.1004
5162,24.275,6.8127,0.1393,0.1677,-3.2480,-7.1164
5163,24.286,6.6710,0.1389,0.1785,-3.2765,-7.1212
5164,24.296,6.5750,0.1404,0.1884,-3.3118,-7.1213
5165,24.305,6.5423,0.1420,0.1915,-3.3189,-7.0872
5166,24.314,6.5130,0.1432,0.1963,-3.3350,-7.1487
5167,24.325,6.4223,0.1437,0.1952,-3.3608,-7.0809
5168,24.334,6.1786,0.1405,0.1904,-3.3852,-7.0493
5169,24.344,5.9557,0.1384,0.1882,-3.3886,-7.0598
5170,24.354,5.6592,0.1350,0.1871,-3.3621,-7.1108
5171,24.364,5.3182,0.1340,0.1772,-3.3779,-7.1027
5172,24.374,5.0220,0.1323,0.1707,-3.4143,-7.0947
5173,24.383,4.7299,0.1293,0.1759,-3.4537,-7.0289
5174,24.393,4.5327,0.1293,0.1908,-3.4654,-7.0668
5175,24.403,4.3806,0.1323,0.2296,-3.4944,-7.0354
5176,24.413,4.2078,0.1387,0.2928,-3.5386,-7.0454
5177,24.422,4.0865,0.1543,0.3445,-3.5410,-7.0447
5178,24.433,4.1701,0.1680,0.3540,-3.5776,-7.0489
5179,24.442,4.3950,0.1813,0.3828,-3.5979,-7.0002
5180,24.452,4.7710,0.1933,0.4471,-3.6060,-6.9934
